т.	1.това́рищ2.том3.то́нна4.телефо́н5.тира́ж6.то́чка7.ты́сяча
торго́во-о́фисный	adjhandils- og skrivstovu-, handils- ogkontórннк
торго́во-промы́шленный	adjhandils- og ídnaðar-
торго́во-развлека́тельный	adjhandils- og undirhalds- [-hal̥s-]
торго́вый	adjhandils-; торго́вый догово́р handilssáttmáli; торго́вор пла́вание koffardifart [-Ꞌtiː-]уст.; торго́вый флот handilsfloti, koffardifloti [-Ꞌtiː-]уст.; торго́вый дом handilshús =>бала́нс,су́дноI,центр3
торгпре́д	m(торго́вый представи́тель) handilsumboðс0о(leiðari á handilsumboðsstovu)
торгпре́дство	n(торго́вое представи́тельство) handilsumboðс0о{0<>i}(umboðsstova), handilsumboðsstovaжгл-a
тореадо́р	[-рэ-]mtoreadorur [-Ꞌtoː-]мсогл-ar, tarvafektariмгл-ari
торе́ро	[-рэ́-]m indecltoreadorur [-Ꞌtoː-]мсогл-ar, tarvafektariмгл-ari
торе́ц	Genторц|а́; plur~ы́, ~о́в, ~а́мm1.(сторона) endiмгл-i(á fjøl,bjálka)2.(брусок) (viðar)kubbiмгл-i3.(мостовая)vegur settur við viðarkubbum
торже́ственность	fhátíðarligheitннкж0-ir
торже́ственный	stfторже́ственogторжестве́нен, торже́ственн|а, ~о, ~ыadjhátíðarligurглigur; торже́ственный день hátíðardagur; торже́ственнoe настрое́ниетжhátíðardámurмсогл-ar; в торже́ственной оде́жде í hátíðarklæðum
торжество́	n1.(празднество) hátíðж0-ir; hátíðarhaldс0о; veitsla [vai̯sla]жгл-a(банкет); семе́йное торжество́ familjuhátíð [-Ꞌmɪ-]; торжество́ по слу́чаючего-л. тжhátíðarhaldav o-m2.(полная победа) sigurм0осн-s,-ar; triumfur [-Ꞌʊm̊-]ннкмсогл-ar; торжество́ справедли́вости ein sigur hjá [tʃʰ-] rættvísinum; ein triumfurннкfyri rættvísið3.bert sing(радость) triumfur [-Ꞌʊm̊-]ннкмсогл-ar, gleðiжгл-i, fagnaðurмсогл-ir; сказа́ть с торжество́м siga triumferandi [-Ꞌfeː-]ннк
торжествова́ть	торжеству́|ю, ~ешь, ~ютipf1.что-л.gml.(справлять) haldaслнe-i-io-t, hátíðarhaldaслнe-i-io-t, feiraннкaðio-t; торжествова́ть побе́дутжfagnaaðisigrinum2.над Ins(брать верх) veraслнa-ó-evið yvirlutan (без дополнения); vinnaслнa-u-uá Дат, sigraaðiá Дат(одерживать победу); и́стина торжеству́ет sannleikin vinnur3.(ликовать) triumfera [-Ꞌfeː-]ннкaði; fegnastaði, frøastir(d)(радоваться)
торжеству́ющий	Ipartic avторжествова́тьIIadjgleði-, fagnaðar-, triumferandi [-Ꞌfeː-]ннкглandi
то́ри	m indecltory [tʰɔɹːi]м0-ar(limur í bretska konservativa flokkinum)
то́рий	mthorium [tʰoː-]с0о({0<>i})
торма́шки	: вверх торма́шками a) (кувырком) við beinunum upp í loft; b) (в полном беспорядке) hurl um burl, í einum hurlivasa
торможе́ние	n1.tekn.(остановка,замедление с помощью тормоза) bremsingж0-ar2.fysiol.(нервный процесс) tálmanж0-ir
то́рмоз	Аplurтормоз|а́, ~о́в, ~а́мm(устройство) bremsaжгл-a; тормоза́ отказа́ли a) (о тормозах) bremsurnar sviku; b)fl.у кого-л. o-rmisti tamarhaldið á sær sjálvumB 1.(в Prp, на Acc)plurто́рмоз|ы, ~ов, ~ам(препятствие, помеха) forðingж0-ar, hindurс0осн, bremsaжгл-a(fyri Вин, á Дат)2.síторможе́ние1 3.fl., tlm., atf. dølskt fólk с0о(несообразительный человек) ; døll с0онеодобр.(замедленнтый человек)@спусти́тьчто-л. натормоза́хlataслнæ-ó-ao-tfara (einki gera við o-t), lataслнæ-ó-ao-tfara aftur [aʰtː-] við borðinum =>ножно́й,ручно́й3,стоя́ночный,э́кстренный2
тормози́ть	торможу́, тормоз|и́шь, ~я́тipf(pfзатормози́тьзаторможу́, затормоз|и́шь, ~я́т)1.что-л.tekn.(замедлять,останавливать движение с помощью тормоза) bremsaaðio-m2.intr(останавливаться) bremsaaði3.что-л.(задерживать движение) tálmaaðio-m, bremsaaðio-m=>ре́зко2
тормозно́й	adjbremsu-; тормозно́й путь bremsulongdж0-ir=>бараба́н3
тормозну́тый	stf тормозну́т, ~а, ~о, ~ыadj1.jarg. (медленно двигающийся) seinførurсогл, dølluturсоглнеодобр.; seintonkturсогл, dølskurсоглsk, ´(медленно соображающий); sløvurэнксоглнеодр(отупелый)2.jarg. (об устройстве) seinurсогл(um apparat o.tíl..)
тормозну́ть	тормозн|у́, ~ёшь, ~у́тmomentAintr1.tlm.(остановить своё движение с помощью тормоза) bremsaaði(upp)2.slang(остановиться) steðga [stεkːa]aðiuppBкого-л.(задержать) steðga [stεkːa]aðio-m, bremsaaðio-m
тормоши́ть	тормош|у́, ~и́шь, ~а́тipf Acctlm.1.(дёргать) skrykkjair(t)í Вин, rykkjair(t)í Вин2.fl.(приставать) gangaслнe-i-iá kroppiná Дат, gangaслнe-i-iá Вин, marrastaðiupp á Вин
тормоши́ться	тормошу́|сь, ~и́тся, ~а́тсяipfI(страд. ктормоши́ть) vera rykturсогл, verä skrykturсоглIItlm.1.(шевелиться) rørair(d)seg, beveka [-ˈveː-]ннкaðiseg; skríðaслнei-ii(о червях.муравях и т.п.); yðjaur(d){+}(i o-m)(копошиться)2. (суетиться, хлопотать)stákastaði; roksastaði(возиться); titaaði,dartaaði(сновать)
торна́до	m indeclmelduródnж0-ir, tornado [-ˈnaː-]ннкж0-ir
то́рный	adj: то́рная доро́га a) (проезжая) koyrivegur; b)fl.(принятая всеми - о жизненном пути) trodd gøtaжгл-a, trodd rásж0-ir{á/æ};0-ar{á/æ}
торова́тый	stfторова́т, ~а. ~о, ~ыadj gml.gávumildurсогл
Торо́нто	m indeclToronto [-Ꞌrɔ-]м нескл.
торопи́ть	тороплю́, торо́п|ишь, ~ятipf(pfпоторопи́тьпотороплю́, поторо́п|ишь, ~ят)1.Acc(побуждать делать быстрее) skundaaðiundir Вин, hurtaaðiundir Вин, koyrair(d)undir Вин2.что-л.(ускорять наступление чего-л.) skundaaðiundir o-t, hurtaaðiundir o-t, koyrair(d)undiro-t, setaur(t);ir(t)ferðá o-t
торопи́ться	тороплю́сь, торо́п|ишься, ~ятсяipf(pfпоторопи́тьсяпотороплю́сь, поторо́п|ишься, ~ятся)1.(стремиться быстрее идти,двигаться) skundaaðisær2.(стремиться сделать что-л. как можно быстрее) (с чем-л.) skundaaðisær (við o-m); не торопи́сь! tak tað róliga!3.(иметь мало времени) havaнепрskund; havaнепрringa tíð; я не тороплю́сь eg havi góða tíð, eg havi ongan skund@не торопя́сьuttan skund, í frið og náðum =>не́куда@
торопли́во	adví skundi, skundisliga
торопли́вость	fskundurмсогл-ar
торопли́вый	stfторопли́в, ~а, ~о, ~ыadjskundisligurглigur; kvikurсогл
торо́с	mísbøkilм0осн-s,-ar
торпе́да	ftorpedo [-Ꞌpʰeːto]ж0-ir
торпеди́ровать	торпеди́ру|ю, ~ешь, ~ютipf/pf что-л.1.herm.(атаковать торпедой) torpedera [-Ꞌteː-]aðio-t2.fl.(подорвать) torpedera [-Ꞌteː-]aðio-t(oyðileggja)
торпеди́ст	mtorpedomaður [-Ꞌpʰeːt-]мнепр(á krígsskipi)
торпе́дный	mtorpedo- [-Ꞌpʰeːto-]; торпе́дный ка́тер torpedobátur [-Ꞌpʰeːto-]; торпе́дный аппара́т torpedorør [-Ꞌpʰeːto-]с0о
торпе́до	m indecl gml. síторпе́да
торпедоно́сец	Genторпе́доно́сц|а; plur~ы, ~ев, ~амm1.(самолёт) torpedoflogfar [-Ꞌpʰeː-]с0о{a/ø}2.(катер) torpedobátur [-Ꞌpʰeː-]мсогл-ar
то́ррент	[-рэ-]mtorrenturмсогл-arкомп.
Торре́сов проли́в	[-рэ́-]mTorressundiðсгл-iопр.
торс	m1.(туловище) kroppurмсогл-ar2.(статуя) bulurмсогл-ar(standmynd), torsoж0-irспец.
торси́да	f koll, fannarм0-ar(опр-ur){+}мн неформ.(í ítrótti), fjeppararмгл-ariмн(í ítrótti)
То́рсхавн	(vanlig úttala t.d. millum sjómenn er tóТорсха́вн)mTórshavnж0-irофиц., Havnж0-ir; в То́рсхавн til Havnar; á Havnina (о судах,идущих в порт тж); в То́рсхавне í Havn; á Havnini (о судах,стоящих в порту тж)
Торсха́вн	m síТо́рсхавн
торт	m slag av kaku við kremi, pynti o.ø.; ≈ lagkaka [laukʰ-]жгл-a, lagkøka [laukʰ-]нпжгл-a(с коржами)
торф	Genто́рфа, то́рфуm(почва) mógvurмсогл-ar{+}; torvс0о(ископаемое); добыва́ть торф skeraслнa-ó-otorv; добы́ча то́рфа torvskurður [tʰɔʂk-]мсогл-ir
торфоразрабо́тки	торфоразрабо́т|ок, ~камf plur stað, har torv verður vunnið
торфяни́к	Genторфяник|а́; plur~и́, ~о́в, ~а́мm(залежь) mómýriжгл-i, mómýraжгл-a; torvheiðarжгл-iмн(на Фар. о-вах)
торфя́ник	m1.síторфяни́к2.(специалист)serkønur í torvvinnu3.(рабочий) torvskurðarmaður [tʰɔʂk-]мнепр
торфяно́й	adjtorv-, mó-; торфяно́е боло́то mómýri; торфяно́й брике́т torvbrikett; торфяна́я по́чва mógvurмсогл-ar{+}
торцо́вый	adj1.(поперечный) tvør-; enda- (конечный)2.: торцо́вая мостова́яsøg.gøta sett við viðarkubbum,sbr.торе́ц 23.: торцо́вый (га́ечный) ключ topplykil
торч1	Imjarg.1.(наркотик) marihuana [ˌmaːɹihuꞋaː-]с0-гл2.(эйфория) rúsurмсогл-ir(av narkotika)
торч2	IIm jarg. tað at dusa sær, vælhugiмгл-iкн.
торча́ть	торч|у́, ~и́шь, ~а́тipf1.(возвышаться) stingaслнa-u-uupp; stingaслнa-u-uuppúr [ʊꞋpʰʉuɹ], standaслнó-ó-auppúr [ʊꞋpʰʉuɹ] (вверх); stingaслнa-u-uút (наружу); stingaслнa-u-ufram, stingaслнa-u-uframúr [-Ꞌʉuɹ], standaслнó-ó-aút (высовываться); standaслнó-ó-aupp (vera ývin o.a.)2.fl.(находиться где-л.,о человеке) (standaслнó-ó-a) og hangaслнe-i-i3.jarg.(быть в эйфории от наркотиков) vera høgurглжарг.(av narkotika)
торчко́м	advtlm.upp eftir [εʰtː-] enda
торчмя́	advóvkm.upp eftir [εʰtː-] enda
торчо́к	m1.Acc singторчо́к; Acc plurторчки́(то, что торчит)tlm.o-t,sum stingur uppúr [ʊˈpʰʉuɹ]2.Gen sing, Accторчка́;, Gen plur, Acc plurторчко́в, а́м(наркоман) jarg. narkomanur [-ˈmaː-]мсогл-ar
торше́р	mstandilampaжгл-a
тоска́	f1.(уныние) hugatyngdж0-ir, tað at vera dapur í huga, stúrniсгл-i; sorgblídniсгл-iкн.(меланхолия); у него́ тоска́ на се́рдце hann er tungur í huga, hann er tungur um hjartað [j-]2.(скука) keðsemiсгл-i;жгл-i; тоска́ берётo-rverður so leiddur og keddur; там така́я тоска́ har er so keðiligt3.(по Dat,о Prp,по ком-л.) (томление) longsulм0крн-s,-ar, langtanж0-irкн.; тоска́по Datlongsuleftir[εʰtː-]Дат; тоска́ по ро́дине {до́му} heimlongsul =>впасть2,зелёный@,соса́ть4,утоли́ть
тоскли́во	Iadv1.(грустно) syrgiligt, tristннк2.(скучно) keðiligt, keðiligaIIpredtað er keðiligt; tað er tristннк; ему́ тоскли́во hann er keddur; hann er tungur í huga
тоскли́вость	fhugatyngdж0-ir; kúrurмсогл-arкн.(грусть), sorgblídniсгл-iкн.; langtanж0-ir(тоска)
тоскли́вый	stfтоскли́в, ~а, ~о, ~ыadj1.(грустный) sorgarbundinсоглосн, tristurннксогл, melankolskur [-Ꞌkʰoː-]ннксоглsk2.(наводящий тоску) sorgblíðurглкн., tristurннксогл, melankolskur [-Ꞌkʰoː-]ннксоглsk3.(скучный) keðiligurглigur
тоскова́ть	тоску́|ю, ~ешь, ~ютipf1.(грустить) vera tungurсоглí huga; kúrair(d); он там тоску́ет hann er ólukkuligur [-Ꞌlʊ-] har2.(по Dat,о Prp,gml., óvkm.по Prp) leingjastir(d)(eftir[εʰtː-]Дат); saknaaðiВин(из-за чьего-л. отсутствия); тоскова́ть по до́му {ро́дине} leingjast heim; тоскова́ть по де́тям sakna børnini [-tn-], leingjast eftir børnunum [-tn-]3.(скучать) keðair(d)seg
тост1	Imskálж0-ir(heilsa,tá ið drukkuð verður); произнести́ {провозгласи́ть, предлага́ть} тост skálaaði; haldaслнe-i-iskáltalu (произносить речь); произнести́ тостза кого-л.skálafyri o-m; drekkaслнa-u-uпосс.skál
тост2	IIm(поджаренный хлеб) ristað breyðс0о(breyðflís)
то́стер	[-тэ-]mbreyðristariмгл-ari(elektriskur)
тот	(таf, тоn, теplur)1.pron dem(указываеть на что-л. удалённое) hasin; tann; тот стол tað borðið; hatta borðið; в тот день бы́ло жа́рко tað var heitt tann dagin; (в) тот год tað árið; дай мне тот стака́н gev mær handa blýantin; ви́дишь тот дом у реки́ tú sært hatta húsið niðri [nɪɹːɪ] við ánna; тот челове́к, кото́рый найдёт tann maðurin, sum finnur2.pron dem í samb. við pron relat: тот, кто tann, sum; то, что tað,sum; тот, кто говори́т ... tann, sum sigur....; для тех, кто не знал til teirra, sum ikki vistu; то, что я хоте́л tað, sum eg vildi hava3.pron dem(другой) hin; hasin; он оста́вил э́то на той кварти́ре hann lætt tað vera eftir [εʰtː-] í hinari leyligheitiniннк; та карти́на лу́чше hin myndin er betri; мне бо́льше нра́вится э́та карти́на, чем та mær dámar betur hesa myndina enn hasa; на том берегу́ hinumegin (ánna,fjørðin,víkina o.a.); á hinum (áar)bakkanum (реки); á hinum landinum (залива,пролива и т.п.),sbr.э́тот A; в том году́ í fjør; на той неде́ле мы́ бы́ли в кино́ í síðstu viku vóru vit í biograf [-Ꞌkɹaːf]; на той неде́ле мы пойдём в кино́ í næstu (komandi) viku fara vit í biograf [-Ꞌkɹaːf]4.pron dem(который нужен) rætturсогл{æ/ø}; tann, sum meinast við; э́то тот каранда́ш? er hetta tann rætti blýanturin; er hetta tann blýanturin, tú meinti (tú skuldi hava); вы́брать ту о́бувь velja teir røttu skógvarnar; не то ikki, sum tað eigur at vera; э́то не совсе́м то hetta er ikki heilt tað rætta; hetta er ikki akkurát [aʰkɹat] tað rætta; не тот skeivur (ikki rættur); ikki rættur; ты принёс не ту кни́гу tú ert komin við skeivari bók; tú ert ikki komin við tí røttu bókini; сесть не на тот авто́бус fara við skeivum bussi; обрати́ться не к тому́ челове́ку ikki venda sær til tann rætta mannin; э́то совсе́м не то hetta er púra skeivt; hetta er heilt burturvið [-Ꞌviː]5.: не тот ein annar; он тепе́рь не тот hann er eitt annað menniskja nú; hann er ikki sami maður nú; hann er ikki tann sami longur; hann er øðrvísi nú; hann er ein annar nú6.переводитсяhann, honи т.д.; тот уе́хал, а э́тот оста́лся hann (hin,ein annar) fór, men hann (hesin) varð verandi; я спросил об э́том Ве́ру, но та не зна́ла eg spurdi Veru um tað, men hon visti ikki7.в значении существительного/sum navnorð: она́ вы́гнала его́ и не жале́ет о том hon hevur givið honum durafjórðingin og iðrar seg ikki um tað8. тов значении формального подлежащего/sum fyribilsgrundorðhetta, tað; то был мой друг hetta var vinmaður mín, tað var vinmaður mín; то был тру́дный день hetta var ein trupul dagur, tað var ein trupul dagur; то бы́ли тру́дные дни hetta vóru truplir dagar9.как часть конструкции с предлогом/sum partur av fyrisetingarliði+conjчто ..., at; мы уве́рены в том, что ... vit eru vís í, at ...; vit eru sikkurннкuppá [ʊꞋpʰɔa], at ...; меня́ поблагодари́ли за то, что я им помо́г tey takkaðu mær fyri, at eg hjálpti [jɔl̥tɪ] teimum; обрати́те внима́ние на то, что ... leggið til merkis, at ...; мы говори́ли о том, что бу́дем де́лать за́втра vit tosaðu um, hvat vit skuldu gera í morgin@не то, что {что́бы}tað er ikki tað...; tað er ikki beinleiðis...; не то, что́бы я хоте́л tað var ikki endiliga tað, at eg vildi tað; он те то, что́бы глуп, а про́сто лени́в tað er ikki (so nógv) tað, at hann er býttur, sum at hann slætt og rætt er dovin; она́ не то, что́бы краси́ва hon er ikki beinleiðis vøkur; hon er ikki endiliga so penннк; manннкkann ikki siga, hon er (akkurát [aʰkɹat] so) penннк;не то, что {что́бы} ...., аikki bara ..., men ...,sbr.но II; он не то, что лю́бит литерату́ру, а сам стихи́ пи́шет honum dámar ikki bara bókmentir, men skrivar sjálvur yrkingar;тот са́мыйnettupp hann;тот же (са́мый)tann sami; на ней та же шля́па, что вчера́ hon er í (akkurát [aʰkːʊꞋrɔat]) sama hatti sum í gjár; в ту же мину́ту í somu løtu; то же са́мое tað sama;те́м са́мым(og) harvið,sí eis.са́мый1, 3;к тому́ жеhartil (kemur, at), harafturat [-tː-] =>без@,бо́лее@,вме́сте@,вме́сто,вре́мя3,де́ло@,доI 4,друго́йI 1,коне́ц@,кро́ме@,ме́жду@,наза́д5,оди́нIII 2,пе́ред2,по́сле@,разI 1,светII @,сей@,сторона́1
тотализа́тор	mveddingarstovnurмсогл-ar(serl. við kappríðing), totalisator [-tʰaːliꞋsaː-]м0-tor
тоталитари́зм	mbókl.totalitarisma [ˌtʰotʰaːlitʰaꞋrɪ-]жгл-a
тоталита́рный	stfтоталита́р|ен, ~на, ~но, ~ныadjbókl.totaliterur [ˌtʰotʰaːliꞋtʰeː-]согл
тота́льный	stfтота́лен, тота́льн|а, ~о, ~ыadjbókl.totalur [-Ꞌtʰaː-]ннксогл; fullkominсоглосн
тоте́м	[-тэ́м]mtotem [tʰoːtʰeːm]с0оспец.
тотеми́зм	[-тэ-]mtotemisma [-Ꞌmɪ-]жгл-aспец.
то́-то	part1.(в том-то и дело) tað er júst tað2.(вот уже): то́-то он обра́дуется! so glaður hann verður!; то́-то друзья́! hetta eru vinir!3.(предупреждение,угроза и т.п.) ansa tær!; hvat segði [sεijɪ] eg4.(так вот почему) tí; tað er tí@то-то (и оно́)og soleiðis er tað;то́-то и естьog soleiðis er tað
то́тчас	advbeinanvegin [painav-], [painanv-], Ꞌ alt fyri Ꞌ eitt
тотча́с	adv síто́тчас
ТОФ	[тоф]mТихоокеа́нский флот Stillahavsflotin [-tlahafs-]ннкмгл-i, Kyrrahavsflotin [-hafs-]нпмгл-i
точёный	adj1.(острый) brýndurсогл2(изготовленный точением) dreyaðurглaður(á dreyibeinki)3.fl.(о частях тела,фигуре) væl vaksinсоглосн, væl skapturсогл
то́чечный	adjpunkt-
точи́лка	plurточи́л|ки, ~ок, ~камftlm.(для карандашей) blýantsspískariмгл-ari; hvessariмгл-ari(til borðknívar o.a.) (для ножей)
точи́ло	nbrýniсгл-i; hvørvisteinurмсогл-ar(каменный круг); slípiskivaжгл-a(наждачный круг)
точи́льный	adjhvessi-; slípi-; точи́льный ка́мень brýni; точи́льный стано́к slípimaskina; точи́льный реме́нь slípireim; hvessireim (для бритвы)
точи́льщик	m1.(рабочий) brýnariмгл-ari2.djór.: обыкнове́нный точи́льщик (Anobium punctatum) fýrurмсогл-ar
точи́ть	точу́, то́ч|ишь, ~атipf1.pfнаточи́тьнаточу́, нато́ч|ишь, ~ат что-л.(делать острым) brýnair(d)o-t; hvessair(t)o-t2.pfнаточи́тьнаточу́, нато́ч|ишь, ~ат что-л.(чинить) geraнепрo-tspískt, spískaaðio-t; точи́ть каранда́ш spíska ein blýant3.pfвы́точитьвы́точ|у, ~ишь, ~ат что-л.(на токарном станке) dreyaaðio-t(á dreybonki)4.pfисточи́тьисточу́, исто́ч|ишь, ~ат что-л. bert 3. pers(разъедать) etaслнá-ó-e, holaaðio-t; teraaðio-t(rustur o.tíl.) (ржавчина и т.п.) ; máaaðio-t(выветривать,размывать); червь то́чит де́рево maðkurin [maʰkː-] etur viðin; ка́пля то́чит ка́мень dropin holar steinin,sí eis.@; ржа́вчина то́чит желе́зо jarnið [-tnɪ] verður tært av rustinum5.кого-л. bert 3. pers brúktur(мучить) nívair(d), pínair(d); его́ то́чит го́ре sorgin nívir hann6.кого-л.tlm.(журить) havaнепрꞋat o-m, deilair(d)o-n@точи́ть ножна кого-л.havaнепрilt í hugamóti o-m;ка́пля то́чит ка́меньorðt.dropin holar steininпосл.; ≈ drúgt [tɹʏʰtː] er tað, ið drýpurпосл.=>зуб@,ля́сы
то́чкa1	Iplurто́ч|ки, ~ек, ~камf1.(метка,след и др.) punktс0о(;0-ir); prikkurмсогл-ar(пятнышко); то́чка над i prikkurin yvir i; в си́них то́чках bláprikkutur2.(знак препинания) punktumс0о; prikkurмсогл-ar(morsitekn) (в азбуке Морзе); две то́чки kolonс0о,sí eis.двоето́чие; три то́чки teknið ...,sí eis.многото́чие3.mat.(в математике) punktс0о(;0-ir), то́чка пересече́ния skeringspunkt4.fys.(в физике) punktс0о(;0-ir), markлпс0о{a/ø}; то́чка кипе́ния kókipunkt, kókimarkлп5.(определённое место в пространстве) staðс0о{a/ø}(место), punktс0о(;0-ir); са́мая высо́кая то́чка горы́ tað hægsta [haʰksta] staðið á fjallinum [-tl-], tað hægsta [haʰksta] punktið á fjallinum [-tl-]6.(место в системе,сети): торго́вая то́чка handilм0осн-s,-ar{+}(eis. brúkt um ym. sløg av kioskum o.ø.); радиотрансляцио́нная то́чка (lítil, lokal [-Ꞌkʰaːl]) radiostøð [raː-]7.jarg.(место продажи спиртного,наркотиков)stað, har rúsdrekka ella narkotika verður selt8.pred(всё) punktum!; og harvið verður tað!; og einki meira fjas!@ста́вить то́чку {все то́чки} на {над} i {и}geraнепрpúra greitt;ста́вить то́чкуна чём-л.seta punktumfyri o-m;попа́сть в (са́мую) то́чкуa) (в цель) raka í plett (tá skotið verður); b)fl.(метко замечать) raka seymin á høvdið [hœtːɪ]пог.,перен.;смотре́ть в одну́ то́чкуstara út í tóman heimидиом., stara fram fyri seg;то́чка в то́чкуneyvt, snórabeint;знатьчто-л.до то́чкиvitao-tút í æsir;дойти́ до то́чкиa) (быть не в состоянии продолжать) ikki orkaaðilongur; b) (достичь низшего предела) vera kominсоглоснá botnперен.; c) (в материальном отношении) veraслнa-ó-eilla [ɪtla] fyri, hóraaði;бить в (одну́) то́чкуtlm.leggjaнепрalla [atla] orku í at vinna eitt mál =>болево́й,вы́сший@,запята́я,зре́ние@,исхо́дный,мёртвый@,огнево́й1,опо́ра3,тире́
то́чка1	Iplurто́ч|ки, ~ек, ~камf1. (метка, след и др.) punktс0о(;0-ir); prikkurмсогл-ar(пятнышко); то́чка над i prikkurin yvir i; в си́них то́чках bláprikkuturсогл2. (знак препинания) punktumс0о; prikkurмсогл-ar(morsitekn) (в азбуке Морзе); две то́чки kolonс0о{0<>i}sí eis.двоето́чие; три то́чки teknið ...,sí eis.многото́чие3.mat.(в математике) punktс0о(;0-ir); то́чка пересече́ния skeringspunkt4.fys.(в физике) punktс0о(;0-ir); markлпс0о{a/ø}; то́чка кипе́ния kókipunkt, kókimarkлп5. (определенное место в пространстве) staðс0о{a/ø}{0<>i}; punktс0о(;0-ir); са́мая высо́кая то́чка горы́ tað hægsta [haʰksta] staðið á fjallinum [-tl-], tað hægsta [haʰksta] punktið á fjallinum[-tl-]6. (место в системе, сети): торго́вая то́чка handilм0осн-s,-ar{+}(eis. brúkt um ym. sløg av kioskum o.ø.); радиотрансляцио́нная то́чка (lítil, lokal [-ˈkʰaːl]) radiostøð [raː-]7.jarg.(место продажи спиртного, наркотиков)stað, har rúsdrekka ella narkotika verður selt8.pred(всё) punktum!; og harvið verður tað!; og einki meira fjas!@ то́чка G {то́чкаджи}G-punktið [ке:-]: иста́вить то́чку {все то́чки} на {над} i {и}geraнепрpúra greitt;ста́вить то́чкуна чём-л.seta punktumfyri o-m;попа́сть в (са́мую) то́чкуa) (в цель) raka plett (tá skotið verður); b)fl.(метко замечать) raka seymin á høvdið [hœtːɪ]пог.,перен.;смотре́ть в одну́ то́чкуstara út í tóman heimидиом., stara fram fyri seg;то́чка в то́чкуneyvt, snórabeint;знатьчто-л.до то́чкиvitao-tút í æsir;дойти́ до то́чкиóvkm.а) (быть не в состоянии продолжать)ikki orkaaðilongur; b) (достичь низшего предела) vera kominсоглоснá botnпер.; c) (в материальном отношении) vera illa [itla] fyri, hóraaði;бить в (одну́) то́чкуtlm.leggjaнепр.alla [atla] orku í at vinna eitt mál =>болево́й,вы́сший@,запята́я,зре́ние@,исхо́дный,мёртвый@,огнево́й1,опо́ра3,тире́
то́чка2	IIplurто́ч|ки, ~ек, ~камf1.(кточи́ть 1,2) brýningж0-ar, hvessingж0-ar; spískingж0-ar(av blýanti) (карандаша)2.(на токарном станке) dreyingж0-ar(á dreyibonki)
точне́е	Icomp avто́чно, то́чныйIIparent(вернее) (ella [εtla]) rættari sagt
то́чно1	IIadv1.(кто́чный 1) gjølliga [-tl-], neyvt, noyaktiga [-Ꞌa-]ннк;то́чно по́мнить minnast gjølliga [-tl-]; то́чно перевести́ umseta noyaktigaннк; umseta beinrakið (метко); umseta orðarætt (буквально); он э́то то́чно зна́ет hann veit tað fyri vist, hann veit tað (so) akkurát [-Ꞌrɔat]; то́чно так! nettupp!; júst soleiðis!; то́чно тако́й (же) akkurát [-Ꞌrɔat] tann sami; akkurát [-Ꞌrɔat] sama slag (такого же рода); júst tann sami2.(пунктуально) stundisligaнп, presist [-Ꞌsiː-]ннк; то́чно в пять часо́в klokkan fimm stundisligaнп; klokkan fimm presistннкIIparent(действительно) virkuligaннк, veruligaнп; avgjørt, heilt vist (верно); э́то то́чно? er tað (heilt) vist?; er tað (heilt) sikkurtннк?; он то́чно пришёл? er tað heilt vist, hann er komin?; er tað heilt sikkurtннк, hann er komin?; er hann virkuligaннкkomin?; то́чно! a) nettupp!; akkurát [-Ꞌrɔat]!; b) то́чно так (!); то́чно так же, как ... akkurát [-Ꞌrɔat], sum ...; уж э́то то́чно! tað er einki at ivast í!; tað er púra vist!IIIparentso er; то́чно, он немно́го уста́л so er, hann er eitt sindur móður
то́чно2	IIIconjsum (как); eins ogнп(словно, как будто); глаза́, то́чно как у ко́шки eygur sum í kettuIIpart(кажется) líkasum, eins ogнп, akkurát [aʰkɹat]ннкsum; то́чно он чита́ть не уме́ет tað er líkasum, hann ikki dugir at lesa; tað er akkurátннк, sum han ikki dugir at lesa; tað er eins ogнп, hann ikki dugir at lesa
то́чность	f1.(кто́чный 1) noyaktigheit [-Ꞌa-]ннкж0-irпроф., presisión {precisisión} [-Ꞌʃɔun]ннкж0-irпроф.; neyvleikiнп; с то́чностью до миллиме́тра a) (об измерении и др.) við einari presisiónннкпроф.upp á ein millimetur; b) (о совпадении,выполнении работы) upp á millimeturin2.(пунктуальность) presisión {precisisión} [-Ꞌʃɔun]ннкж0-ir(tað at koma rættstundis), stundvísiсгл-i;жгл-iкн.@в то́чностиtlm.akkurát [-Ꞌrɔat]ннк;до то́чностиtlm.gjølliga [-tl-], nágreiniliga =>сте́пень1
