ч.	1.час tími; в 17 ч. 25 мин. kl. 17.252.часть partur3.síчел.4.число́ tal; dato [taːto]
черно-бу́рый	чернобу́р, ~а, ~о, ~ыadjsvartbrúnurсогл, dimmbrúnurсогл; черно-бу́рая лиси́ца (dimmur) silvurrevur
Черно́быль	mTjernobyl [tʃʰεɹnopɪl] (реже[tʃʰεɹꞋnoːpyl])м0{дат.0}
чернобы́льник	m(Artemisia vulgaris)planta í malurtaslektini(en.mugwort; da.grå bynke)
черно́быльский	adjtjernobyl- [tʃʰεɹnopɪl-] (реже[tʃʰεɹꞋnoːpyl-]); Черно́быльская АЭС kjarnorkuverkið [-tn-] í Tjernobyl
чернова́тый	stfчернова́т, ~а, ~о, ~ыadjsum ber á svart
чернови́к	Genчерновик|а́;plur~и́, ~о́в, ~а́мmkladdaжгл-a; uppkastс0о{a/ø}(набросок); бума́га для черновико́в kladdupappír; тетра́дь для черновико́в kladdubók, kladduhefti
черново́й	adj1.(написанный,подготовленный начерно) kladdu-; чернова́я тетра́дь kladdubók, kladduhefti; черново́й вариа́нт kladda; в черново́м вариа́нте {в черново́й фо́рме} sum kladda2.: чернова́я рабо́та skitið arbeiði, tungt arbeiði
черноволо́сый	stfчерноволо́с, ~а, ~о, ~ыadjsvarthærdurсогл
черногла́зый	stfчерногла́з, ~а, ~о, ~ыadjsvartoygdurсогл
черноголо́вка	plurчерноголо́в|ки, ~ок, ~камf síсла́вка, черноголо́вая
черноголо́вый	stfчерноголо́в, ~а, ~о, ~ыadj(о человеке) svarthærdurсогл; høvuðsvarturсогл{a/ø}(о животных и др.)
черного́рец	Gen, Accчерного́рц|а;plur~ы, ~ев, ~амmmontenegrinari [mɔn̊tɪneꞋkɹiː-]мгл-ari, montenegri [mɔn̊tɪꞋneːkɹɪ]нпмгл-i
Черного́рия	fMontenegro [mɔn̊tɪꞋneːkɹo]с нескл.
черного́рка	plurчерного́р|ки, ~ок, ~камfmontenegrinari [mɔn̊tɪneꞋkɹiː-]мгл-ari, montenegri [mɔn̊tɪꞋneːkɹɪ]нпмгл-i(konufólk)
черного́рский	adjmontenegriskur [mɔn̊tɪꞋneːkɹ-]согл
черногри́вый	stfчерногри́в, ~а, ~о, ~ыadjvið svørtum faksi
Чёрное мо́ре	Svartahaviðс0оопр.
черножо́пый	adjvanv.um íbúgvar serl. í Transkaukasus
чернозём	m fruktagóð, dimmlitt jørð
чернозёмный	adj: чернозёмная полоса́belti við fruktagóðari, dimmlittari jørð(í Miðrusslandi o.a.),síчернозём
чернозо́бик	m(Calidris alpina) fjallmurraжгл-a
чернокни́жие	ngml.gandurмсогл-ar
чернокни́жник	mgml.gandakallur [-tl-]мсогл-ar{a/ø}
черноко́жий	Istfчерноко́ж, ~а, ~е, ~иadjdimmleitturсогл, døkkleitturсогл, døkkholdaðurглaður, við myrkari húð; svarturсогл{a/ø}(við svørtum holdi)IImsvarturмприл, nekariмгл-ari(негр)
черноле́сье	nleyvskógж0-ir, leyvskógurнпмсогл-ir;-ar
чернома́зый	stfчернома́з, ~а, ~о, ~ыadj1.tlm.(смуглый и черноволосый) svartleitturсоглog svarthærdurсогл2.(грязный) dálkaðurглaðurút
черномо́рский	adjsvartahavs- [-hafs-]; við Svartahavið (на берегу Чёрного моря), á Svartahavinum (на Чёрном море)
чернорабо́чий	m(ikki yrkislærdur) arbeiðariмгл-ari
черноруба́шечник	msvartskjúrtaжгл-aист.(italienskur fasistur)
черносли́в	m kollsviskurжгл-aмн.; из черносли́ва {с черносли́вом} svisku-
черносо́тенец	Gen, Accчерносо́тенц|а;plur~ы, ~ев, ~амm1.søg.limur av felagsskapinumЧёрная со́тня, síсо́тня@2.(крайний реакционер) svartur afturhaldsmaður [aʰtːʊɹhal̥s-]мнепр
чернота́	f1.(чёрный цвет) svartur liturмсогл-ir; sortiмгл-i, døkkiмгл-i(что-л. чёрное, тёмное)2.(темнота) dimmiсгл-i, myrkurс0осн@чернота́ под глаза́миmyrkir ringar undir eygunum
черну́ха	f kolltlm.bøkur, filmir o.a., ið einamest lýsa tær negativu síðirnar av lívinum
черну́шка	plurчерну́ш|ки, ~ек, ~камf1.tlm.(женщина, девушка)dimmleitt el. svarthærd kona el. genta2.(гриб) (Lactatus nectator)slag av soppi úr ættini Russulaceae
чёрный	Istfчёрен, черна́, черно́ogчёрно,черны́adj1.(о цвете) svarturсогл{a/ø}; ходи́ть в чёрном ganga í svørtum klæðum2.(тёмный) myrkurсогл; чёрная ночь kolsvørt [kʰœl̥-] (реже[kʰɔl̥-]) nátt, bølamyrk nátt3.(грязный) skitinсоглосн4.(дурной,низкий) brotsmanna-; óreinurсогл, óndurсогл, andstyggiligur [anꞋstɪ-]глigur; dimmurсоглперен., myrkurсоглперен.; чёрная изме́на skammiligt svik; чёрное де́ло illgerð, ógerð5.bert lf(курной) við ongum skorsteini; чёрная изба́ hús við ongum skorsteini6.(физически тяжёлый) tungurсогл(um arbeiði); чёрная рабо́та hart, tungt kropsligt arbeiði; arbeiði, sum ikki krevur yrkisútbúgving7.(безрадостный) dapurсогл{a/ø}(мрачный); чёрные мы́сли daprir tankar; чёрный день óeydnudagur, ein svartur dagur; отложи́тьчто-л.на чёрный день leggja til síðis til ringar tíðir; чёрный год óeydnuár, eitt svart ár, eitt ófýsiligt [-Ꞌfʊi-] árIIm1.(негр) svarturмприл{a/ø}, nekariмгл-ari2.niðr.(выходец с Кавказа,из Средней Азии)fólk úr Kaukasus el. Miðasia3.plur talv.(в шахматах) tað svarta talvfólkið,sí eis.бе́лыйII 3@чёрный ры́нокsvartabørsж0-ir; прода́ть на чёрном ры́нке selja á svørtubørs; занести́кого-л.вчёрный спи́сокsetao-ná svartalista;называ́ть бе́лое чёрным {принима́ть бе́лое за чёрное}geraнепрsvart til hvítt;чёрным по бе́ломуsvart upp á hvítt;ви́деть всё в чёрном све́теsíggja alt í einum døprum ljósi;«чёрная смерть»svartideyði (эпидемия чумы в средневековой Европе) =>дельфи́н,де́рево2,духове́нство@,за́висть@,зо́лото@,икра́I 2,ко́фе1,лес1,ле́стница,ма́гия,мета́лл1,металлурги́я,па́лтус,полI,пя́тница@,со́тня@,хлебА 1,ходB,ю́мор,я́щик@
черны́ш	Gen, Accчерныша́;plurчерныш|и́, ~е́й, ~а́мm(Tringa ochropus) flykrustelkurмсогл-ar
чернь1	Ifgml.oftastvanv.(простонародье) pøbilэнкм0осн-s,-arпрезр., pakkс0опренебр.
чернь2	IIflistniello [niꞋεlːo]с нескл.спец.
черпа́к	Genчерпак|а́;plur~и́, ~о́в, ~а́мmoysaжгл-a(на ручке,для супа и др.); eyskar [εs-]с0о{a/ø}(для лодки); (á gravimaskinu o.tíl.) skuffaжгл-a(землечерпаки); hóvurмсогл-ar(каплёр)
че́рпать	ipf(momentчерпну́тьчерпн|у́, ~ёшь, ~у́т)что-л.1.(из чего) (набирать,доставать) oysair(t)o-t(upp)úr o-m); gravaслнó-ó-i;aði{+}o-t(копать)2.fl.из чего-л.(приобретать,извлекать) heintaaðio-t, fáaслнe-i-io-t; че́рпать зна́ния heinta kunnskap fráo-m, heinta kunnskap úro-m, oysa kunnleika úro-m; че́рпать си́лы fáa kreftir fráo-m; че́рпать вдохнове́ние fáa inspiratión [inspiːɹaꞋʃɔun]инт
черпну́ть	moment síче́рпать
черстве́ть	ipf(pfпочерстве́ть)1.pf eis.зачерстве́тьbert 3. pers brúktur(о хлебе и др.) harðnaaði, skorpna [skɔɹ̥tna], [skɔʂna]aði, torna [-tna]aði(upp) (serliga um breyð o.tíl.)2.pf eis.очерстве́ть (о людях) gerastнепрharðhjartaður [haɹja-], forherða [-Ꞌheː-]aðiseg, herðastir(d)(gerast harðhjartaður)
чёрствость	f1.(несвежесть) tað at vera turrur, tað at vera harður,síчёрствый12.(о характере) tað at vera harðhjartaður [-ja-], kensluloysiсгл-iкн.,síчёрствый2
чёрствый	stfчёрств, черства́, чёрство, черствы́ogчёрствыadj1.(о хлебе) turrurсогл, harðurсогл{a/ø}, gamalсогл{a/o}(breyð o.tíl.)2.(о человеке) harðurсогл{a/ø}(harðhjartaður), harðhjartaður [haɹja-]глaður
чёрт	plurче́рти, черт|е́й, ~я́мmdevilм0осн-s,-ar, devulм0осн-s,-ar, djevulм0осн-s,-ar, faniмгл-i, illimaður [ɪtl-]мнепр, fjandinмгл-iопр.@морско́й чёрт(Lophius piscatorius) havtaska [hau-], [haf-]жгл-a;чёрт! {чёрт-те что!, что за чёрт!, чёрт зна́ет что!, э́то чёрт зна́ет что тако́е!}pínadoyð (ikki)!бран.; pínadoyð og sáligheit!бран.; pínadoyðirnar (ikki)!бран.;хоть чёрта лы́согоtlm.hvat sum er, alt;чёрт его́ зна́ет {одному́ чёрту изве́стно}tað viti faninбран.;вот чёрт!(выражает восхищение) hygg hasin gamli!; hygg hatta raska!;всё пошло́ к чёртуalt fór at [ɔa] fananum tilбран.;чёрт возьми́ {побери́tlm.}dekan fari!; fanin steiki!бран.,devilin steiki!бран.; fanin brenni!бран., devilin brenni!бран.; pína(sta) doyð (og sáligheit)!бран.;чёрт его дери́hav hann ein lortгрубо;что за чёртhvat faninбран.;на кой чёрт {на чёрта, како́го чёрта}hví faninбран.; {како́го чёрта, за каки́м чёртом} ты пошёл {попёрся} туда́? hví fanin fórt tú harбран.? hvat fanin fórt tú har til?бран.;посла́тького-л.к чёртуbiðjao-nfara at [ɔa] fananum tilбран.;(иди́ (ты), пошёл (ты), ну тебя) к чёрту {к чертя́м}far at [ɔa] tramanumбран.til (við tær)!; far at [ɔa] fananumбран., far at [ɔa] fjandanumбранtil (við tær)!; far at [ɔa] fjandanumбран.til (við tær)!; far tú niður og norður!; ну его́ к чёрту! bið hann hava ein lort!грубо; он посла́л меня́ к чёрту hann bað meg fara at [ɔa] fananum tilбран.;ни черта́a) (ничего, нисколько) ikki ein (helvitis) lortннк(einki); b) (не играет роли) tað ger einki;до чёртаa) (очень много): книг до чёрта ein helvitis rúgva av bókumбран.; b) (очень): мне до чёрта надое́ло eg eri so fanans móður av hesumбран.;к чёртуa) (вон, долой): к чёрту его́ til helvitis við honumбран.; b): всё лети́т {идёт} к чёрту alt gongur at [ɔa] tramanum tilбран.; мой о́тпуск лети́т {идёт} к чёрту tað gongur at [ɔa] helviti til við feriuni hjá mærбран.; c): куда́ он к чёрту запропасти́лся {де́лся}! hvar fanin er hann blivin av!бран.; d) како́й он к чёрту учи́тель! hann er fanin gali meg eingin lærari!бран.;чёрт с нимtil helvitis við honumбран.; э́тони к чёрту не годи́тсяhetta nyttar einki, hetta er út av lagi (ringt), hetta er óbrúkiligt [-Ꞌpɹʉu-];сам {ни оди́н} чёрт не разберётtað fæst ikki høvd [hœtː] upp á hetta;чёрт меня́ дёрнул сказа́ть тако́еhví hundin mundi eg siga hatta;злой как чёртleikar í sum illur [ɪtl-] tarvur;он рабо́тает как чёртarbeiða yvir háls og herðar;оди́н чёртtað er alt tað sama, tað er eitt feittэнкнеформ..;у чёрта на рога́хlangt av leið skotin, at [ɔa] tramanum tilбран., at [ɔa] hundinum tilбран.;хоть чёрта в сту́пеhvønn fanaбран.(hvørt mansbarn) =>брат@,два@,драть@,земля́@,кули́чки,ла́дан,лы́сый@,малева́ть@,о́мут@,полоса́тый2,сломи́ть@,шути́ть@
черта́	f1.(линия) strikaжгл-a, linjaжгл-a; провести́ черту́ tekna [-kna]aðieina striku, strikaaði; ;коса́я черта́ framskákс0о; обра́тная коса́я черта́ bakskákс0о2.(предел) markс0о({a/ø}); в черте́ го́рода innan fyri býarmarkið; мяч ушёл за черту́ (по́ля) bólturin fór útum [-Ꞌtʰʊmː]3.(особенность) eyðkenni [εʰtʃ-]сгл-i, dragс0о{a/ø}{0<>i}кн.; черта́ хара́ктера lyndiseyðkenni; основна́я черта́ høvuðseyðkenni; в основны́х черта́х í høvuðsheitum; в о́бщих черта́х í høvuðsheitum; отличи́тельная {специфи́ческая} черта́ sereyðkenni, serdrag; э́то семе́йная черта́ tað er ættarbregði [-pɹeːjɪ]сгл-i; характе́рная черта́чего-л.tað, sum serliga eyðkennir [εʰtʃ-]ir(d)o-t4.oftast plur: черты́ лица́ andlitsskapс0о, anlitssdrøgмнкн.; с гру́быми черта́ми лица́ stórskorin [stœɹ̥-]соглосн, grovskorin [kɹɔu-]соглосн, grovligurглigur, grefligurглigurí ásjón; с ре́зкими черта́ми лица́ skarpurсогл{a/ø}, skarpleitturсогл@подвести́ черту́под чем-л.(подытожить) takaслнó-ó-isaman Ꞌ umo-t; setaur(t);ir(t)punktumfyri o-t(поставить точку); geraнепрo-tliðugt (закончить) =>бе́дность,о́бщий6,осе́длость@,то́нкий3
чертёж	Genчертеж|а́;plur~и́, ~е́й, ~а́мmtekning [tʰεkn-]ж0-ar(at smíða, byggja eftir); чертёж зда́ния ein tekning av einum húsi, húsatekning =>расположе́ние1
чертёжник	fteknari [tʰεkn-]мгл-ari(tekniskur teknari o.tíl.)
чертёжник	mteknari [tʰεkn-]мгл-ari(tekniskur teknari o.tíl.)
чертёжница	fteknari [tʰεkn-]мгл-ari(tekniskur teknari o.tíl.;konufólk)
чертёжный	adjtekni- [tʰεknɪ-]; чертёжная доска́ teknibrettiсгл-i
чертёнок	Gen, Accчертёнк|а;plurчертеня́т|а, ~, ~амmtlm.1.(чёртик) lítil djevulм0осн2.(шалун) óargaungiмгл-i, ótangiмгл-i, forherðingur [-Ꞌheː-]мсогл-ar
чертеня́т…	síчертёнок
чёртик	m: до чёртиковtlm.sera nógv (очень); stór mongd, ørgrynna [œɹ-] (очень много); надое́ло до чёртиков eg var leiddur og keddur av tí; грибо́в в лесу́ до чёртиков har er ørgrynna av svampumннкí skógini@до чёртиков допи́тьсяdrekka, so ein fær delirium [teꞋliːɹiʊm]с0o
черти́ть	черчу́, че́рти́|шь, ~ятipf(pfначерти́тьначерчу́, наче́рти|шь, ~ят)что-л.1.(проводить черту) tekna [tʰεkna]aðieina striku, strikaaði2.(делать чертёж;рисовать) geraнепрeina tekning [tʰεkn-] (at smíða,byggja eftir), tekna [tʰεkna]aðio-t(tekning at smíða,byggja eftir)
чёртов	adjfanansбран., satans [saː-]бран., helvitisбран.;gudsdoyðs [kʊsˈtɔi̯sː]бран.beistaktigur [-ˑa-]глigur@к чёртовой ба́бушкеsíк чёрту =>дю́жина@
черто́вка	plurчерто́в|ки, ~ок, ~камfillb.kelling [-tl-]ж0-ar, gívurж0осн, britaжгл-a
черто́вски	advtlm.ólukksáliga [-Ꞌsɔa-]бран., forbankað [-Ꞌpa-], [-Ꞌpε-]бран., forbiðið [-Ꞌpiː-]бран., forbannað [-Ꞌpa-]бран.; у меня́ черто́вски боли́т голова́ eg havi so heilt ólukksáligaбран.ilt í høvdinum [hœtː-]; чёртовски хитёр ólukksáligaбран.snildur
черто́вский	adjtlm.1.(кчёрт 1) djevulsligurглigur, devulssetturсогл; черто́вский за́мысел devulssett ætlan2.(необычайный по силе и др.) ólukksáligur [-Ꞌsɔa-]глigurбран., forbankaður [-Ꞌpa-], [-Ꞌpε-]глaðurбран., forbiðin [-Ꞌpiː-]соглоснбран., forbannaður [-Ꞌpa-]глaðurбран.
чертовщи́на	ftlm.: что за чертовщи́на tað var sum faninбран.; вся э́та чертовщи́на heila lortiðвульг., heila fratiðвульг.; всегда́ с ним случа́ется кака́я-нибудь чертовщи́на tað hendir altíð okkurt lortвульг.við honum; мне присни́лась кака́я-то чертовщи́на eg droymdio-tpúra vitleyst [vɪʰt-], eg droymdio-theilt burturvið [-Ꞌviː]
черто́г	mgml.,hátíð.høllж0-ir{ø/a}(палата); borgж0-ir(дворец)
чертополо́х	m(Cirsium, Carduus) tistilм0осн-s,-ar
чёрточка	plurчёрточ|ки, ~ек, ~камf1.dim tilчерта́ 1, 32.(дефис) bindistrikaжгл-a; пи́шется че́рез чёрточку tað verður skrivað við bindistriku
чертыха́ться	ipf(momentчертыхну́тьсячертыхн|у́сь, ~ёшься, ~у́тся)tlm.bannastaði, bannaaðiog blótaaði
чертыхну́ться	moment síчертыха́ться
черче́ние	n1.(действие) tekning [tʰεkn-]ж0-ar(tað at tekna, síчерти́ть)2.(школьный предмет) tekning [tʰεkn-]ж0-ar(skúlafak)
чеса́льный	adj: чеса́льная маши́на karðiмгл-i(maskina), karðingarmaskina
чесану́ть	moment síчеса́ть
чеса́ть	чешу́, че́ш|ешь, ~утipf(momentчесану́тьчесан|у́, ~ёшь, ~у́т)1.pfпочеса́тьпочешу́, че́ш|ешь, ~ут Acc(скрести) klóraaðiДат(kláa); чеса́ть за у́хом klóra sær aftan [aʰtː-] fyri oyrað; чеса́ть в заты́лкеeis.fl.klóra sær í nakkanum2.pfрасчеса́тьрасчешу́, че́ш|ешь, ~ут Acctlm.(причёсывать) greiðair(d)o-t(неживое подлежащее), greiðair(d)o-m(живое подлежащее) (kemba)3.: чеса́ть шерсть karðaaðiull [-tl]; чеса́ть лён greiðair(d)hør4.óvkm.(быстро,энергично делать что-л.) drívaслнei-i-iávið o-m; чеши́ отсю́да! pilla av við tær!бран.@чеса́ть зу́бы {язы́к}skræðair(d)seg, mýkjair(t)geilatíkinaидиом., неодобр.
чеса́ться	чешу́сь, че́ш|ешься, ~утсяipf1.почеса́тьсяпочешу́сь, че́ш|ешься, ~утся(чесать себе какую-л. часть тела) klóraaðisær2.(зудеть) skríðaслнei-i-i, skriðaaði(hava skriða); у́хо че́шется у меня́ tað skríður í oyranum3.tlm.(причёсываться) greiðair(d)sær@у меня́ру́ки че́шутся+ infeg havi bestan hugat + инф., tað kitlar mær í gripat + инф.кн.,tað kriplarэнкнеформ.í fingrunumeftir[εʰtː-]at+инф.=>язы́кI @
чесно́к	Genчеснок|а́;plur~и́, ~о́в, ~а́мm(Allium sativum) hvítleykur [kʰvʊi̥ʰt-]мсогл-s,-ir; ди́кий чесно́кsíчеремша́=>зубо́к3
чесно́чный	adjhvítleyks- [kʰvʊi̯ʰt-]
чесо́тка	f1.lækn.(болезнь) skrubbс0о2.tlm.(зуд) skriðiмгл-i
чесо́точный	adjskrubb- =>клещ
че́ствование	n1.(действие) feiringннкж0-ar2.(торжественный акт) hátíðarhaldс0оtil heiðurs fyri; че́ствованиечьей-л.па́мяти minningarhátíðж0-irfyri o-m
че́ствовать	че́ству|ю, ~ешь, ~ютipf кого-л.feiraннкaðio-n(праздновать); heiðraaðio-n; fagnaaðio-mкн.,выс.(приветствовать)
чести́ть	чещу́, чeст|и́шь, ~я́тipf Accóvkm.skammaaðiВинút, skammdeilair(d)Вин, faraслнó-ó-ailla [ɪtla] viðДат(skelda, skamma út); чести́т меня́ и дурако́м и не́учем hann kallar [-tl-] meg bæði býttan og fávitskutan [-vɪsk-]
че́стно	[-сн-]adverligaннк, ærligaнп; heiðurliga, reiðiliga (порядочно тж); че́стно говоря́ skal eg vera erligur..., álvaratos..., skal eg siga sum er ..., tá alt skal sigast ...
честно́й	[-сн-]adj: при всём честно́м наро́де meðan øll [œtl] sóu, meðan øll [œtl] vóru hjá [tʃʰ-]; вся честна́я компа́нияtlm.,spott.allur [atl-] flokkurin, øll [œtl] gongan, allur [atl-] herurin =>мать@
че́стность	[-сн-]ferligheitннкж0-ir
че́стный	[-сн-]stfче́стен, честна́[-сн-], че́стно[-сн-], че́стны[-сн-] ogчестны́[-сн-]adjerligurннкглigur, ærligurнпглigur; reiðiligurглigur, heiðurligurглigur, rættiligurглigurкн.(порядочный); че́стный челове́к eitt heiðurligt menniskja@че́стное сло́воheiðursorð;че́стное сло́во!hond upp á [ʊꞋpʰɔa] tað!; hond upp á hjartað [j-]!; tað veit [tʰεava] Gud!; tað veit denn! [tʰεavatεnː]!неформ.; tað er álvara!;дать че́стное сло́воlovaaði, geraнепрeið uppá [ʊꞋpʰɔa];под {на} че́стное сло́воupp á heiðursorð
честолю́бец	Gen, Accчестолю́бц|а;plur~ы, ~ев, ~амmærusjúkur maður; strembariмгл-ari(карьерист)
честолюби́вый	stfчестолюби́в, ~а, ~о, ~ыadjærusjúkurсогл
честолю́бие	nærusjúkaжгл-a
честь	Prpо че́сти, в че́сти в чести́f1.(достойные уважения моральные качества) æraжгл-a, heiðurм0осн; sómiмгл-i, sømdж0-ir(достоинство,благопристойность); челове́к че́сти heiðursmaður; челове́к без че́сти æruleysur maður; защища́ть честьGenverja heiðurin hjá [tʃʰ-]Дат; де́ло че́сти heiðursmál; э́то больша́я честь для меня́ hetta er mær ein stórur heiður; заде́тьчью-л.честь særa heiðurinhjá[tʃʰ-]o-m; ва́ше посеще́ние бы́ло {яви́лось} для меня́ большо́й че́стью tað var ein stórur heiður fyri meg, at tit vitjaðu meg2.(целомудрие) kýskheitж0-irкн.; ≈ moydómurмсогл-ar(девственность); потеря́ть честь missa moydómin; лиши́ть че́сти taka moydómin@в честьGentil heiðurs fyriВин,Датtil heiðurs;к че́стиеё сле́дует сказа́ть… til hennara rós skal sigast, henni til rós skal sigast...;с че́стью {честь че́стью; честь по че́сти}sum seg sømir; вы́йти с че́стьюиз чего-л.koma heiðurligaburtur úr[-Ꞌʉuɹ]o-m;отда́ть честькому-л.a) (приложить руку к головному убору) gera honnør [hɔꞋnøːɹ]ннк; b)skemt.(отдать должное) latao-nfáa tað, hann eigur (hevur uppiborið); gevaслнa-ó-io-mtað rós, hann hevur uppiborið; отда́тькому-л.после́днюю честьfylgjair(d){+}o-mtil gravar;счита́ть за честьhalda tað vera ein heiður fyri seg;иметь честь(+ inf) hava tann heiður at +инф.; настоя́щим име́ю честь извести́ть вас eg havi hervið tann heiður at boða tygum frá;честь име́ю кла́нятьсяgml.farvæl [faɹꞋvεal]; э́тоде́лает ему́ честьhetta er honum til sóma;дорожи́ть свое́й че́стью {бере́чь свою́ честь}faraслнó-ó-avæl um sína æru;он на́зван в честького-л.hann er kallaður [-tl-] upp eftir [εʰtː-]o-m;была́ бы честь предло́женаnei, tað var bara eitt upskot;пора́ {на́до} и честь знатьnú er tíð at fara, nú er tíð at sleppa okkum avstað [aꞋstεa] =>вопро́с3,вы́пасть4,оказа́ть,отда́ние,смо́лоду@
чесуча́	ftussahsilki [tʰʊsːas-]сгл-i
чёт	mtlm.líka talс0о{a/ø}@чёт и не́четlíka og ólíka (í spæli)
чета́	fparс0о{a/ø}; fríggjaraparс0о{a/ø}(влюблённых); (супру́жеская) чета́ hjún [tʃʰ-]с0омн@не чета́Датikki kunna standa seg mótiДат, ikki kunna meta seg javnt [jan̊t], [jam̊t] viðВин; он ей не чета́ hann stendur seg ikki móti henni, hann kann ikki javnbjóða seg við hana, hann stendur henni ikki kurlидиом.
четве́рг	Genчетверг|а́;plur~и́, ~о́в, ~а́мmhósdagurмсогл-ar{+}; в четве́рг у́тром hósmorgunin; вели́кий {чи́стый} четве́рг skírisdagur, skírhósdagur [skʊiɹɪst-] ,síвоскресе́нье=>до́ждичек@,страстно́й
четвере́ньки	f plur: на четвере́ньках á øllum [œtl-] fýra, á fjórumкн.; на четвере́ньки á øll [œtl] fýra; по́лзать на четвере́ньках grulva; стать на четвере́ньки leggja seg á øll [œtl] fýra
четвери́к	Genчетверик|а́;plur~и́, ~о́в, ~а́мm gamalt russ. mát = 26,2 l.
четвёрка	plurчетвёр|ки, ~ок, ~камf1.(цифра) fýratalс0о{a/ø},sí eis.пятёрка2.(отметка) «fýra»с нескл.(næsthægsti karakterur í sovjet. og russiskum skúlum, «gott»)3.kort.fýru(r)сгл-aмн4.tlm.(трамвай, автобус и т.д.) fýrariмгл-ari(bussur o.a. við nummarinum fýra)5.sjóm.(судно и др., обозначенного цифрой, оканчивающей на 4)skip о.а. við nummari, ið endar við fýra6.(лодка) báturмсогл-arvið fýra røðarum; fýrariмгл-ari(útl. kappróðrarbátur); fýramannafarс0о{a/ø}(фарерская лодка)7.(лошадей) toymiсгл-ivið fýra rossum8.(команда из четырёх человек) (ítróttar)liðс0о{0<>i}við fýra fólkum
четверно́й	adjfýradupulturннксогл, fjórfaldurсоглкн.
четверня́	plurчетверни́|и́, ~е́й, ~я́мf tlm.1.(запряжка) toymiсгл-ivið fýra rossum2.(дети) fýrlingarмсогл-arмн
че́тверо	Acc,Gen, Prpчетверы́х,Datчетверы́м,Insчетверы́миnum coll1.subst í m sum merkja persónar og pers pron í plurfýra; че́тверо сынове́й fýra synir; их бы́ло че́тверо teir vóru fýra, teir vóru fýra mans2.summi subst,ið bert eru til í plur;oftast Nom og Accfýra; че́тверо су́ток fýra samdøgur3.summi subst,sum merkja sovorðið,sum er í pørum,oftast Nom og Accfýra; че́тверо но́жниц fýra saksar; че́тверо носко́в fýra pør av hosum
четверокла́ссник	mnæmingur í fjórða flokki
четверокла́шка	plurчетверокла́ш|ка, ~ек, ~камm, fnæmingurмсогл-arí fjórða flokki
четвероно́гие	m plurfýrføtt djórс0омн, ferføtt djórс0омн
четвероно́гий	adjfýrbeinturсогл; fýrføtturсогл, ferføtturсогл
четверости́шие	nbókm.1.(строфа) ørindiсгл-ivið fýra reglum2.(стихотворение) yrkingж0-arvið fýra reglum
четверою́родный	adj: четверою́родный брат {четверою́родная сестра́} fermenningur [fεɹmɪniŋk-]мсогл-ar; четверою́родный племя́нник sonurмнепрfermenning
четвёрт	num indecl síсам-
четверта́к	Genчетвертак|а́;plur~и́, ~о́в, ~а́мm1.gml., óvkm.(денежный знак,сумма) fimm og tjúgu kopekkar [-Ꞌpʰeː-]2.tlm.síчетвертно́йI
четвёртая	f: одна́ четвёртая ein fjórðingurмсогл-ar
четверти́нка	plurчетверти́н|ки, ~ок, ~камftlm.1.síчетверту́шка2.(бутылка) fjórðingsfløskaжгл-a(ið tekur ¼ l), kvartfløskaжгл-a(ið tekur ¼ l), peglafløska [pʰeːla-]жгл-aуст.(til brennivín,vín)
четверти́чный	adj:jarðf.четверти́чный пери́од kvartertíðin [kʰvaɹ̥Ꞌtʰeːɹ-]
четвертно́й	Imtlm.25 rublarIIadjfýradupulturннксогл, fjórfaldurсоглкн.
четвертова́ние	n søg.sundurhøgging (av o-m)ж0-ar(í fýra partar; sum revsing)
четвертова́ть	четверту́|ю, ~ешь, ~ютipf/pf o-n søg. høgggaur(d)кого-л.sundur (í fýra partar; sum revsing)
четверту́шка	plurчетверту́ш|ки, ~ек, ~камf dim tilче́тверть
четвёртый	num ordfjórði,sí eis.восьмо́й; четвёртая часть fjórðingurмсогл-ar; в четвёртую до́лю листа́ í kvart, in quarto [inꞋkʰvaɹ̥to]спец., í fjórðingsbrótiкн.; форма́т в четвёртую до́лю kvartformat [-maːt]ннкпроф.@ четвёртая властьfjórða valdið (fjølmiðlar)
че́тверть	plurче́тверти, четверт|е́й, ~я́мf1.(четвёртая часть) fjórðingurмсогл-ar, fjórði parturмсогл-ar; че́тверть го́да ársfjórðingur, fjórðingsárс0о, kvartal [kʰvaɹ̥tεal]с0о; че́тверть ме́тра ein kvartннкmetur, fjórði parturin av einum metri, fjórðingurin av einum metri; че́тверть килогра́мма eitt kvartннкkilo; mørkж0-ur{ø/a/e}(ос. как мера веса бараньего сала)2.(15 минут) korter [kʰɔɹ̥Ꞌtʰeːɹ]с0о(fimtan minuttir); три че́тверти ча́са trý korter; сейча́с без че́тверти шесть klokkan er trý korter til seks, klokkan er eitt korter í seks; че́тверть шесто́го eitt korter til seks, eitt korter yvir fimm3.(в школе) kvartal [kʰvaɹ̥tεal]с0о, ársfjórðingurмсогл-ar(ein av teimum fýra pørtunum,sum skúlaárið verður býtt sundur í)4.(нота) fjórðapartsnótiмгл-i5.(фаза луны) korter [kʰɔɹ̥Ꞌtʰeːɹ]с0о(um mánan)6.gamalt russ. mát flatumát = 40 x 30са́жень
четвертьфина́л	mkvartfinala [-naː-]жгл-a, fjórðingsfinala [-naː-]жгл-a
