ха1	In indecl navn á bókstavinumх
хле́ще	comptlm.avхлёсткий@ещё хле́щеuppaftur [-tː-] verri, enn ogннкverri
хли́пать	ipf(momentхли́пнутьхли́пн|у, ~ешь, ~ут)óvkm.higstraaði
хли́пкий	stfхли́пок, хлипка́ogхли́пка, хли́пк|о, ~иadjóvkm.ússaligurглigur, skirvisligurглigur
хли́пнуть	moment síхли́пать
хлоп	Ipred: он хлоп на́ пол hann datt bums niður á gólvið; он хлоп меня́ по спине́ hann lammaði til ryggin á mærIIinterbums, tjums
хло́пать	ipf(momentхло́пнутьхло́пн|у, ~ешь, ~ут)1.(ударять;ударяя,производить резкий звук) klamsaaði, brestair(t); хло́патького-л.по плечу́ klappaaðio-nniður á herðarnar, sláaслнó-ó-io-nniður á herðarnar ; хло́пать дверьми́ klamsa við hurðunum; хло́пать бичо́м bresta við pískinum; хло́пать кры́льями flaksaaðivið veingjunum; хло́пать на ветру́ flákra í vindinum2.tlm.(раздаваться) brestaслнa-u-o, smella [-tla]слнa-u-o, knallaннкaði; две́ри хло́пали hurðarnar klamsaðu; хло́пали вы́стрелы skotini smeltu, skotini knallaðuннк3.bert ipf(аплодировать) klappaaði(кому-л.- fyri o-m)@хло́пать глаза́миa) blunkaaði; b)fl.(eis.хло́пать уша́ми) gløair(d)býtt, standaслнó-ó-asum kánusпог., неформ.=>ладо́ши
хло́паться	ipf(momentхло́пнутьсяхло́пн|усь, ~ешься, ~утся)tlm.1.(падать) deysaaði, smella [-tla]слнa-u-oniður2.обо что-л.(ударяться) komaслнo-o-oí o-t, rennair(d)segímóti o-t
хло́пец	Gen, Accхло́пц|а; plur~ы, ~ев, ~амmtlm.fýrurмсогл-arнеформ.(drongur)
хлопково́д	mbummulsdyrkariмгл-ari
хлопково́дство	nbummulsdyrkingж0-ar
хло́пковый	mbummuls-, bummullar- [-tl-]лп, úr bummull [-tl]; хло́пковая промы́шленность bummulsídnaður, bummullarídnaðurлп; хло́пковые семена́ bummulsfræ, bummullarfræлп
хлопкопряде́ние	nbummulsspinningж0-ar, bummullarspinning [-tl-]лпж0-ar, spinningж0-arav bummull [-tl]
хлопкопряди́льный	adj: хлопкопряди́льная фа́брика bummulsspinnarí, bummullarspunavirki [-tl-]лп; хлопкопряди́льная маши́на bummulsspinnimaskina, bummullarspunamaskina [-tl-]лп
хлопкоро́б	mbummulsdyrkariмгл-ari
хлопкоубо́рочный	adj: хлопкоубо́рочная маши́на bummulsheystingarmaskina
хло́пнуть	moment síхло́пать; хло́пнуть рю́мку во́дкиóvkm.stoytair(t)eitt glas av brennivíni í seg, kulkaaðieitt glas av brennivíni í seg
хло́пнуться	moment síхло́паться; хло́пнуться в о́бморок svímaaði, falla [-tla]слна-u-aí óvit
хло́пок	Genхло́пкаmbummull [-tl]ж0-ir(растение,волокно,материал); хло́пок-сыре́ц rábummull
хлопо́к	Genхлопк|а́; plur~и́, ~о́в, ~а́м1.(звук) smellur [-tl-]мсогл-s,-ir, bresturмсогл-s,-ir2.plur(аплодисменты) klappanж0-ir, lógvabrestirмсогл-s,-irмн
хлопота́ть	хлопочу́, хлопо́чешь, ~утipf1.(усердно заниматься чем-л.) strevastaði, stákastaði; havaнепрnógv um at vera (быть занятым); stríðastir(d)(возиться); хлопота́ть по хозя́йству stákast við húsarhaldið; хлопота́ть с обе́дом stákast við døgurðan [tøːvɹan], stríðast við døgurðan [tøːvɹan]; не хлопочи́те! gerið tygum einki høvuðbrýggj!; gerið tygum einki stríð!2.pf похлопота́ть похлопочу́, похлопо́ч|ешь, ~ут о чём-л.(добиваться) roynair(d)at útvegao-t, roynair(d)at skaffao-t; biðjaслнa-ó-ium o-t, søkjair(t)um o-t(просить)3.pfпохлопота́тьпохлопочу́, похлопо́ч|ешь, ~ут за кого-л.(стараться помочь) biðjaслнa-ó-ifyri o-m, gangaслнe-i-ií forbønfyri o-m
хлопотли́вый	stfхлопотли́в, ~а, ~о, ~ыadj1.(затруднительный,с хлопотами) strævinсоглосн, tvørligurглigur; э́то хлопотли́вое де́ло hetta er eitt tvørligt mál2.(о человеке) sum hevur nógv um at vera; roksuturсогл(суетливый); он о́чень хлопотли́вый челове́к hann hevur altíð nógv um at vera
хло́потный	stfхло́пот|ен, ~на, ~но, ~ныadjtlm.síхлопотли́вый1
хлопоту́н	Gen, Accхлопотун|а́; plur~ы́, ~о́в, ~а́мmtlm.rokut fólkс0о, rokariмгл-ari;o-r, sum altíð kemur sær uppí [ʊꞋpʰʊi]
хлопоту́нья	plurхлопоту́ньи, хлопоту́ний, хлопоту́ньямfrokut konufólkс0о; rokariмгл-ari(konufólk)
хло́поты	хлопо́т, хло́потамf plur1.(дела,занятия) baksс0о, stríðс0о{0<>i}; roksс0о(возня); несмотря́ на все мои́ хло́поты hvussu eg so stríddist, hvussu eg so kýtti meg; наде́лать мно́го хлопо́т elvair(d){+}nógv stríð; у меня́ с ним мно́го хлопо́т eg havi mítt stríð av honum; весь день прошёл в хло́потах allur [atl-] dagurin gekk við at rokast2.о Prp(действия,связаны с ходатайствами и др.) royndж0-irat fáao-tí lag@у него́хлопо́т по́лон ротhann hevur Ꞌ úr at gera
хлопу́шка	plurхлопу́ш|ки, ~ек, ~амf1.(для мух) flugusmekkariмгл-ari2.(игрушка) knallhettaжгл-a3.plant.(Silene vulgaris)slag av plantu í neliksættini(en.bladder campion; da.almindelig blæresmælde),sí eis.смолёвка
хлопча́тник	mplant.(Gossypium) bummull [-tl]ж0-ir(planta), bummulsplantaжгл-a
хлопчатобума́жный	adjbummuls-ннк, bummullar-[-tl-]нп; хлопчатообума́жная ткань bummulstoy [-tʰœi] (реже[-tʰɔi]нп), bummulsklæði, toy [tʰœi] (реже[tʰɔi]нп), klæði úr bummull [-tl]; хлопчатобума́жная промы́шленность bummulsídnaðurннк, bummullarídnaður [-tl-]нп
хло́пчатый	adj1.gml.(из хлопока) bummuls-ннк, bummullar- [-tl-]нп2.: хло́пчатая бума́гаgml.vattс0о
хло́пья	хло́п|ьев, ~ьямplur1.(клочья,комья) flykraжгл-a; сне́жные хло́пья kavaflykrur2.: кукуру́зные хло́пья cornflakes [kʰɔɹnflεʰks]с0о; овся́ные хло́пья havragrýnс0о
хлор	mklorс0о
хлоре́лла	[-рэ́]fChlorella [kʰloꞋrεlːa]жгл-a(slag av grønalgu)
хлори́д	mklorid [-Ꞌriːt]с0о
хлори́рование	nklorering [-Ꞌreː-]ж0-ar, klorreinsingж0-ar
хлори́ровать	хлори́ру|ю, ~ешь, ~ютipf/pf что-л.kloraaðio-t, klorera [-Ꞌreː-]aðio-t; reinsaaðio-tvið klori (чистить хлором)
хло́ристый	adjklor-; хло́ристый ка́льций kalciumklorid {kalsiumklorid} [kʰal̥s-]с0о; хло́ристый на́трий natriumklorid [naː-]с0о
хло́рный	adjklor-; хло́рная и́звесть klorkálk; хло́рная кислота́ klorsyra [-syː-]ннкпроф., klorsýraнп
хлорофи́лл	nklorofyll [-Ꞌfʏlː]с0о, blaðgrøniлпмгл-i
хлорофи́лловый	adjklorofyll- [-Ꞌfʏlː-], blaðgrønaлп-
хлорофо́рм	mkloroform [-Ꞌfɔ-]с0о
Хло́я	fChloё [kʰloːε]ж нескл.
Хлы́нов	msøg.Khlynov [kʰlyːnɔf]м0{дат.0}síКи́ров
хлы́нуть	хлы́н|ет, ~утpf1.(о жидкости) fossaaði, streymaaði; вода́ хлы́нула в трюм sjógvur fossaði niður í lastina; кровь хлы́нула blóðið sprændiir(d)út; дождь хлы́нул tað oystiir(t)niður2.(о толпе) tysjaur(t){y/u}{+}, tuskaaði(um mannamúgvu); лю́ди хлы́нули на у́лицу fólk tustu út á vegin; к нам хлы́нули зака́зы tað fløddi inn við ordrumннкпроф.til okkara, ordrarnirннкпроф.komu fossandi inn, ordrarnirннкпроф.komu til okkara í stríðum streymi
хлыст1	IGenхлыст|а́; plur~ы́, ~о́в, ~а́мm(прут) pískurмсогл-ar; koyrilм0осн-s,-arкн.; ríðingarpískurмсогл-ar(для верховной езды)
хлыст2	IIGen, Accхлыст|а́; plur~ы́, ~о́в, ~а́мm(сектант)limur í trúarbólki,síхлысто́вство
хлысто́вство	n religiøs læra, sum kyknaði upp í Russlandi síðst í 17. - fyrst í 18. øld
хлыщ	Gen, Accхлыщ|а́; plur~и́, ~ей, ~а́мmtlm.erpin og pyntisjúkur unglingiмгл-i
хлю́пать	ipf(momentхлю́пнутьхлю́пн|у, ~ешь, ~ут)1.(о воде и т.п.) esjaaði, surklaaði; вода́ хлю́пала в сапога́х vatnið surklaði í stilvunum2.(идти по грязи и т.п.) slupsaaði@хлю́пать но́сомsnýsair(t)
хлю́пик	móvkm.bloytaжгл-a, ónyttaжгл-a
хлю́пнуть	moment síхлю́пать
хлюст	Gen, Accхлюст|а́;plur~ы́, ~о́в, ~а́мmóvkm.smarturннкog útspekuleraðurэнкнеформ.,неодобр.maðurмнепр
хлябь	f1.gml.(бездна) avgrund [au-], [εav-]ж0-ir, dýpiсгл-i2.tlm.(грязь) evjaжгл-a, runaжгл-a@разве́рзлись хля́би небе́сныеskemt.himinsins lúkur fóru frá; hann Ꞌ loysti av
хля́стик	m(у одежды) stroppurмсогл-ar(aftan á klæðum)
ХМАО́	[хэ-эм-а-о́]m indeclХа́нты-Манси́йский автоно́мный о́круг - Югра́
хмелево́д	mhumludyrkariмгл-ari
хмелево́дство	ndyrkingж0-arav humlu
хмелёк	m: быть под хмелько́мtlm.havaнепрeitt pískнеформ., havaнепрein girara [kiː-]шутл.,неформ.
хмеле́ть	ipf(pfзахмеле́ть, охмеле́ть) blíva fullur [-tl-]согл(drukkin)
хмель1	IGenхме́ля, хме́люmplant.(Humulus) humlaжгл-a, humliмгл-i
хмель2	IIPrpо хме́ле, во хмелю́m(опьянение) rúsurмсогл-ir; kenningж0-ar; во хмелю́ í fyllskapi, í einari kenning; хмель соскочи́л {слете́л} с него́ kenningin er runnin av honum
хмельно́е	nrúsdrekkaсгл-a, sterkir drykkirмсогл-irмн; он в рот не берёт хмельно́го hann smakkar tað ikki
хмельно́й	stfхмелён, хмельн|а́, ~о́, ~ыadj1.(пьяный) fullur [-tl-]согл(drukkin)2.bert stf(опьяняющий) sterkurсогл(um rúsdrekka o.tíl.), rúsandiглandi
хму́рить	хму́р|ю, ~ишь, ~ятipf(pfнахму́ритьнахму́р|ю, ~ишь, ~ят): хму́рить бро́ви setaur(t);ir(t)knyklar í brýr, rukkaaðibrýr; хму́рить лоб rukkaaðipannuna; хму́рить лицо́síхму́риться1
хму́риться	хму́р|юсь, ~ишься, ~ятсяipf(pfнахму́ритьсянахму́р|юсь, ~ишься, ~ятся)1.(о человеке) gerast illbrýnturсогл, gerast illfrýnturсогл2.: не́бо {пого́да} хму́рится hann dregurслнó-ó-iá luftina
хму́рый	stfхму́р, ~а, ~о, ~ыadj1.(о человеке) brúnasíðurгл, grugguturсогл2.(о погоде) samdriginсоглоснg, gráurгл; хму́рая пого́да grátt og myrkt veður; хму́рый день myrkur dagur; хму́рое не́бо samdrigin luft
хмы́кать	ipf(momentхмы́кнутьхмы́кн|у, ~ешь, ~ут) sigaнепр«hm»
хмы́кнуть	moment síхмы́кать
хна	f(краска) hennaжгл-a(;0-ir)
хны	: ему́ хоть бы хныtlm.hann er púra ónervaður, hann letur als ikki við seg koma
хны́канье	ntlm.sjarrс0о
хны́кать	хны́ч|у, ~ешь, ~утogхны́каюo.s.fr.ipftlm.1.(издавать ноющие звуки) sjarraaði(grenja)2.(жаловаться) mjarraaði, knarraaði
хныч...	хны́чуo.s.fr. pres avхны́кать
хо́бби	n indeclhobby [hɔpːy]ннкж0-ir, ítrivс0окн.
хо́ббит	mhobbiмгл-i
ХОБЛ	[хэ-о-бэ-э́л]f indecl(Хрони́ческая обструктни́вная боле́знь лёгких) KOLж нескл síобструкти́вный
хо́бот	m1.(носовой придаток) snápilннкм0осн-s,-ar, raniмгл-iкн.,спец.(у слона,мух и др.), tranturнпмсогл-ar(у слона), sevilм0осн -s,-arкн.,спец.(б.ч. у слона и т.п.)2.herm.(лафета)afturendi á kanónundirlagi3.tekn.(у машины,механизма): хо́бот экскава́тора gravibummurмсогл-ar(á gravimaskinu)
хоботны́е	plur(Proboscidea)hópur við djórum við tranti(elefantar o.a.)
хобото́к	Genхоботк|а́;plur~и́, ~о́в, ~а́мmsnápilннкм0осн-s,-ar, sevilм0осн-s,-arкн.,спец., raniмгл-iкн.,спец.(hjá insektum)
ход	Genхо́да, хо́дуmA 1.Prpв хо́де, на ходу́(движение) gongdж0-ir; три часа́ хо́ду tríggja tíma gongd; туда́ хо́ду два часа́ tað tekur tveir tímar at ganga hagar, tað tekur tveir tímar til gongu at koma hagar; ход часо́в gongdin hjá urinum; ма́лый ход spakuliga; ма́лый ход вперёд! spakuliga fram!; по́лный ход full [-tl] ferð; на по́лном ходу́ við fullari [-tl] ferð; í full speed [fʊl̥spyːt]неформ, проф.; по́лный ход! fulla [-tla-] ferð!; full speed [fʊl̥spyːt]энкнеформ.!; по́лный ход вперёд! fulla [-tla] ferð fram!; full speed [fʊl̥spyːt]энкнеформ.fram; идти́ по́лным хо́дом a) gangaнепрvið fullari [-tl-] ferð; b) koyrair(d)við fullari [-tl-] ferð, siglair(d){+}við fullari [-tl-] ferð (плыть,о судне), koyrair(d)í full speed [fʊl̥spyːt]энкнеформ., siglair(d){+}í full speed [fʊl̥spyːt]энкнеформ.(плыть,о судне); идти́ ма́лым хо́дом koyrair(d)við lítlari ferð, gangaнепрvið lítlari ferð (о судне и др.), siglair(d){+}spakuliga (плыть,о судне), slóaaðiмор.(о судне); c)fl.vera í fullari [-tl-] ferð2.Prpв (на) хо́де(процесс) gongdж0-ir; ход войны́ gongdin í krígnum [-ʊin-]; ход боле́зни sjúkugongdin; ход мы́слей tankagongd [tʰaŋ̊k-]; ход собы́тий gongdin í hendingum; soleiðis, sum hendingarnar fóru fram; по хо́ду де́ла soleiðis sum málið gongur, meðan málið varð viðgjørt; в хо́де обсужде́ния вы́яснилось... undir orðaskiftinum kom fram...; в хо́де перегово́ров meðan samráðingarnar vardu, undir samráðingunum3.Prpв хо́де, на ходу́(рыбы) ferðingж0-ar(hjá fiski); ход се́льди ferðingin hjá sildini4.Prpв (на) хо́де, на ходу́;plurход|ы́, о́в, ~а́мogхо́д|ы, ~ов, ~амleikurмсогл-s,-irшахм.; útspælс0o{æ/ø}карт.; ход пе́шкой leikur við finnu; твой ход! tú skalt spæla út!карт.; tú eigur leik!шахм.; чей сейча́с ход? hvør eigur at spæla út?карт.; hvør eigur leik?шахм; сде́лать ход spæla útкарт.; leikaшахм.; сде́лать ход ту́зом spæla út við essinum; на пя́том ходу́ í fimta leiki5.Prpв (на) хо́де;plurход|ы́, ~о́в, ~а́мogхо́д|ы, ~ов, ~амfl.(приём, манёвр) leikurмсогл-s,-irперен., stigс0о(шаг); риско́ванный ход eitt vágiligt stig; сде́лать ло́вкий ход bera seg snildisliga at6.в (на) хо́де, на ходу́; ход|ы́, ~о́в, ~а́м(коридор) gongж0-ir, gongdж0-ir(forstova); подзе́мный ход gong undir jørð; боково́й ход síðugong; потайно́й ход loynigongd7.в хо́де, на ходу́; ход|ы́, ~о́в, ~а́мogхо́д|ы, ~ов, ~амtekn.(механизма) slagс0о{a/ø}{0<>i}; ход по́ршня stempulslag8.astr.(небесных тел) umferðж0-irBPrpв хо́де, на хо́де, в (на) ходу́;plurход|ы́, ~о́в, ~а́м(вход) inngongdж0-ir, dyrжнепрмн; с отде́льным хо́дом við egnari inngongd; чёрный ход a) (лестница) baktrappaжгл-a, køkstrappaжгл-a(лестница в кухню); b) (проход) bakinngongd, bakdyr, køksdyr (вход в кухню); зайти́ с чёрного хо́да koma inn gjøgnum bakdyrnar [-tɪtn-]CPrpв (на) ходу́;plurход|ы́, ~о́в, ~а́мogход|а́, ~о́в, ~а́м(ходовая часть) undirvognurмсогл-a@дать хо́ду(ускорить шаг) setaur(t);ir(t)ferð á;дать ход де́луsetaur(t);ir(t)gongd á mál;не дава́ть хо́дукому-л.ikki sleppair(t)o-mframat [-Ꞌεat], forðaaðio-mí at koma fram, forðaaðio-mí at koma framat [-Ꞌεat], ikki gevaслмa-ó-io-mein kjans;знать все ходы́ и вы́ходыvera meinkunnigurглigur;идти́ свои́м хо́домa) (о транспорте) við egnari hjálp [j-], við egnari kraft (skip o.a.); b) (идти пешком) veraслнa-ó-etil gongu; c) (о деле) gangaслнe-i-isína gongd;быть в ходу́vera upp á móta, vera væl dámdurсогл, vera populerur [-Ꞌleː-]ннксогл;мо́дные ве́щи в большо́м ходу́ modernað ting eru nógv eftirspurd [εʰtː-]; (о деньгах) veraслнa-ó-eí umfari(um pengar);набира́ть ходa) (набирать скорость) takaслнó-ó-iꞋ dik á seg, fáaслнe-i-iꞋ ferð á seg; b) (о машинах, межанизмах) accelerera [aʰksɪlɪꞋreː-]aði;пойти́ в ходkomaслнo-o-oí brúk; komaслнo-o-oí gongd (о работе); в ход пошли́ но́вые това́ры nýggjar varur komu í brúk;на ходу́a) (во время ходьбы) meðan hann gekk; он на ходу́ перели́стывал газе́ту hann blaðaði í blaðnum, meðan hann gekk; есть на ходу́ eta, meðan mannннкgongur; b) (попутно,одновременно) á vegnum [veːn-]; samtíðis, um somu tíð (заодно); c) (в время езды) í ferðini, meðan koyrt verður; á ferðini; d) (в действии,не в застое): де́ло на ходу́ gongd er í málinum, málið er í gongd, málið gongur sína gongd; автомаши́на на ходу́ bilurin kann ikki koyra;прямы́м хо́домtlm.beint, beina leið; прие́хал прямы́м хо́дом ко мне hann kom beint til mín;с хо́дуtlm.а) (не останавливаясь) straks, beinanvegin; í somu øðini; с хо́ду взбежа́л на ле́стницу í somu øðini fór hann rennandi upp gjøgnum trappurnar b) (сразу,без подготовки) uttan at hugsa seg um =>бе́лыйII 3,гу́сеничный,за́дний1,заме́длить1,конь@,мёртвый@,подда́ть@,пусти́ть3,рабо́чийII 2,свобо́дный@,собы́тие,ти́хий5,уско́рить1,уско́риться2,холосто́й3
хода́тай	m1.(за кого-л.)tlm.,oftaspott.(заступник) millumgongumaður [-tl-]мнепр(fyri o-n);o-r, sum gongur í forbøn (fyri o-n)2.gml.(адвокат) sakførariмгл-ari, málaflutningsmaðurмнепруст.
хода́тайство	n1.(за другого) forbønж0-ir, bønж0-ir(áheitan); по моему́ хода́тайству он получи́л... eftir [εʰtː-] at eg hevði [hεijɪ] biðið um tað, fekk hann ...2.(документ, действие) (о чём-л.) umsóknж0-ir(skjal,gerð); хода́тайство о за́йме umsókn um lán =>войти́4
хода́тайствовать	хода́тайству|ю, ~ешь, ~ютipf(pfпохода́тайствоватьпохода́тайству|ю, ~ешь, ~ют)1.за кого-л.(просить за кого-л.) gangaнепрí forbønfyri o-m, talaaðiпосс.søk2.(о чём-л.) søkjair(t)(um o-t)
Ходже́нт	msøg.Khodzhent [kʰɔtꞋʃεn̊t]м0{дат.0},síХуджа́нд
хо́дики	m plurveggjarklokkaжгл-a(við loddum)
ходи́ть	хожу́, хо́д|ишь, ~ятAindef,sbr.идти́ 11.(пешком) gangaслнe-i-i; ребёнок хо́дит barnið [-tnɪ] dugir at ganga; он с трудо́м хо́дит hann er illa [ɪtla] gongdur, hann fær illa [ɪtla] gingið; ходи́ть взад и вперёд ganga aftur [aʰtː-] og fram; ходи́ть по у́лицам ganga um gøturnar; ходи́ть по ко́мнате ganga aftur [aʰtː-] og fram í verilsinumннк2. (с определённой целью) gangaслнe-i-i(í, til); vitjaaði(посещать); ходи́ть к дру́гу vitja ein vinmann; он ча́сто ходи́л к... hann var ofta og vitjaði..., hann gekk ofta at vitja..., hann gekk ofta inn til... ; он к вам ча́сто хо́дит? er hann ofta inni hjá [tʃʰ-] tykkum?; ты ходи́ла к нему́ вчера́? vart tú hjá [tʃʰ-] honum í gjár?; ходи́ть в кино́ ganga í biograf [-Ꞌkɹaːf]; я ча́сто хожу́ в теа́тр eg eri ofta til sjónleik; ходи́ть на ле́кции ganga til fyrilestrar3.(о транспортных средствах) koyrair(d)(автомобили,поезда,трамваи и т.п.), siglair(d){+}(о судах); gangaслнe-i-i; самолёт хо́дит раз в неде́лю flúgvarin flýgur eina ferð um vikuna;э́то су́дно хо́дит в Ри́гу hetta skipið gongur til Riga [riːka], hetta skipið siglir til Riga [riːka]; по́езд хо́дит по расписа́нию tokið koyrir eftir [εʰtː-] ferðaætlanini; авто́бусы уже́ не хо́дят bussarnir eru longu givnir at koyra4.(плавать в качестве члена экипажа) siglair(d){+}(sum partur av manningini við skipi); он мно́го раз ходи́л в Австра́лию hann hevur siglt [sɪl̥t] nógv upp á Australien [auꞋstɹaː-]ннк5.(о часах) gangaслнe-i-i; часы́ не хо́дят klokkan gongur ikki6.(об истории,слухе и т.п.) gangaслнe-i-i; хо́дят слу́хи leysatíðindi ganga7.чем-л.{с чего-л.} (в игре) spælair(d)útкарт.; leikaaðiшахм.; ходи́ть ферзём flytaur(t){+}frúnna; ходи́ть с туза́ spæla ess út; тебе́ ходи́ть tú eigur leikшахм.; tú skalt spæla útкарт.B 1.в чём-л.(носить) veraслнa-ó-eí o-m, gangaслнe-i-ií o-m; он хо́дит в чёрном костю́ме hann gongur í svørtum klædningi; ходи́ть с бородо́й havaнепрskegg2.за кем-л.passaaðio-n, pleygaннкaðio-n,sí eis.уха́живать13.кем-л.(пребывать в каком-л. состоянии) veraслнa-ó-eo-r; ходи́ть голо́дным ganga svangur; ходи́ть угрю́мым ganga við gron; я хожу́ сам не свой eg eri ikki mær sjálvum líkur4.tlm.(колыхаться) dandaaði, aldaaði5.tlm.(pfсходи́тьсхожу́, хо́д|ишь, ~ят) (отправлять естественные потребности) pissaaði(мочиться); hjálpa [j-]ir(t)sær Ꞌ sjálvumэвф., kukkaaðiдетск.(испражняться); ходи́ть под себя́ geraнепрí buksurnar, kukka í buks (испражняться), pissa í buks (мочиться) =>вокру́г@,колесо́@,лы́жа,недалеко́@,ни́точка@,шко́ла1
хо́дка	plurхо́д|ки, ~ок, ~камfóvkm.ferðж0-ir, reisж0-ir(gongd)
хо́дкий	stfхо́док, ходка́ogхо́дка, хо́дко, хо́дки;compхо́дчеadj1.(о товаре) eftirspurdur [εʰtː-]согл2.(о выражении) algongdurсогл, vanligurглigur(orð o.a.)
ходово́й	adj1.síхо́дкий2.(связанный с ходом): ходовы́е испыта́ния (судна, автомашины) royndartúrur (hjá skipi,bili); проходи́ть ходовы́е испыта́ния vera á royndartúri; ходовы́е ка́чества (машиниы) koyrieginleikar (hjá einum bili); siglieginleikar (hjá einum skipi) (судна)3.(движущий): ходово́й винт leiðiskrúva; ходово́й коне́ц leypandi góðsс0омор.(endar,rigningur); ходова́я часть автомоби́ля undirstelliðс0оопр.á bili4.(совершающий переходы) ferðandiглandi; ходова́я ры́ба ferðandi fiskur =>ру́бкаII
ходо́к	Gen, Accходок|а́;plur~и́, ~о́в, ~а́мm1.(тот,кто ходит пешком) fólkс0о, ið er til gongu, gongufólkс0о; он хоро́ший ходо́к hann er raskur gongumaðurмнепр, hann er raskur at ganga2.(постоянный посетитель) fastur fúsurмсогл-ir, fastur gesturмсогл-s,-ir, tíður gesturмсогл-s,-ir; он приле́жный ходо́к в кино́ hann gongur dúgliga [tʉul-] í biograf [-Ꞌkɹaːf]3.gml.(выборное лицо) sendiboðс0о, talsmaðurмнепр4.ítr.(спортсмен) kappgongumaðurмнепр5.óvkm.,gml.(ловкий человек) dugnamaður [tuːna-]мнепр@туда́ я бо́льшене ходо́кeg komi ikki á gátt har longur; на таки́е фи́льмы я не ходо́к eg gangi ongantíð til sovorðnar filmir
ходу́ли	ходу́л|ей(Gen eis.ходу́ль), ~ям(singходу́ля)f plurstúlturжгл-aмн
ходу́льный	stfходу́лен, ходу́ль|на, ~ноadjuppgjørdurсогл, tilgjørdurсогл, uppstúltaðurглaðurэнк
ходуно́м	: ходуно́м ходи́тьtlm.ristair(t), skelvaслнa-u-о
хо́дче	comp avхо́дкий
ходьба́	fgongdж0-ir, gongaжгл-a;по́сле до́лгой ходьбы́ eftir [εʰtː-] at hava gingið leingi; в десяти́ мину́тах ходьбы́ отсю́да tíggju minuttir til gongu hiðani; ходьба́ на 20 киломе́тров tjúgu kilometra [kʰiː-] gongd; спорти́вная ходьба́ kappgonga
ходя́чий	adj1.(который ходит) sum gongur; ходя́чий больно́й sjúklingur [ʃʏkl-], sum gongur uppi2.(распространённый) vanligurглigur, útbreiddurсогл; algongdurсогл; banalur [-Ꞌnaː-]интсогл(прописной); ходя́чая и́стина sjálvfylgiligheit [ʃɔlꞋfɪ-]ннк; ходя́чая фра́за eitt vanligt tiltak [tʰɪl̥t-], eitt algongt tiltak [tʰɪl̥t-]; ходя́чая мора́ль tann vanligа viðtikni moralurin [-Ꞌraː-]@ходя́чая моне́таgaldandiглandimyntur, gildigurглigurmyntur;ходя́чая доброде́тельspott.dygdardjórс0о=>энциклопе́дия@
хожде́ние	n1.(ходьба) gongdж0-ir, gongaжгл-a2.gml.(странствие) pílagrímsferðж0-ir, vallaraferð [-tl-]ж0-ir3.bókm.(жанр) ferðafrásøgnж0-ir{ø/a}(í eldri russ. bókmentum)4.(о деньгах) umfarс0o{a/ø}(um pengar); име́ть хожде́ние vera í umfari@хожде́ние в наро́дsøg.tað at fara út til fólkið (rørsla í Russlandi í 1870-unum);хожде́ние по му́камlíðingarsøgaжгл-a;име́ть хожде́ниеveraслнa-ó-ebrúktur, veraслнa-ó-eí brúki
хозрасчёт	m: хозя́йственый расчёт sjálvberandi [ʃɔl-] búskapurмсогл-ir(um fyritøkur o.a.); предприя́тие на хозрасчёте fyritøka, ið verður rikin eftir [εʰtː-] reglunum um sjálvberandi búskap; рабо́тать на хозрасчёте arbeiða eftir [εʰtː-] reglunum um sjálvberandi búskap
хозрасчётный	adj: хозрасчётное предприя́тиеfyritøka, ið verður rikin eftir reglunum um sjálvberandi búskap(síхозрасчёт)
хозя́ин	plurхозя́ев|а, ~, ~амm1.(владелец) eigariмгл-ari, ánariмгл-ariкн.; verturмсогл-s,-ir(кафе и т.п.;домовладелец); хозя́ин гости́ницы hotelleigari [-ˈtʰεlː-]; хозя́ин соба́ки eigarin av hundinum, hundaeigarin; соба́ка без хозя́ина harraleysurсоглhundur2.(работодатель) arbeiðsgevariмгл-ari; húsbóndi [hʏs-]мсогл-urуст.(в отношении к батракам); хозя́ин и рабо́тник arbeiðsgevari og arbeiðari3.(глава семьи) harriмгл-ií húsinum; húsfaðir [hʏs-]м0род; húsbóndiмсогл-urкн.,уст.; хозя́ин в со́бственном до́ме harri í egnum húsi4.(ведущий хозяйство) húsbóndi [hʏs-]мсогл-ur; он хоро́ший хозя́ин hann er tilsígginслноснggog dúgligurглigur; он плохо́й хозя́ин hann er ringur húsbóndi5.(принимающий гостей) verturмсогл-s,-ir(ið tekur ímóti gestum); хозя́ева vertirnirмсогл-s,-irмн6.(распорядитель) harriмгл-i; быть хозя́ином положе́ния havaнепрtamarhald á støðuni; быть хозя́ином свое́й судьбы́ sjálvur ráða fyri síni lagnu7.óvkm.(супруг) maðurмнепр(hjúnafelagi)8.óvkm.í tiltalu við arbeiðsgevara o.o.(не переводится или переводится разн. сочетаниями с местоимениями)9.biol.(организм) verturмсогл-s,-ir@он сам себе́ хозя́инhann er sín egin harri;быть хозя́ином своего́ сло́ваvera maður fyri sínum orði;хозя́ева по́ляítr.heimaliðс0о{0<>i}=>сам@
