г.	1.год2.го́род3.грамм g4.гора́5.господи́н hr.6.госпожа́
гомосексуали́ст	mhomoseksuellurинтmaðurмнепр., samkyndur maðurмнепр.
гомосексуа́льный	adjhomoseksuellurинтсогл, samkyndurсогл, homo-
Го́мо сове́тикус	n indecl fjm., niðr.Homo sovieticus [sɔuˈjεʰtːikʰʊs]с нескл(um tað ópersónliga, lýdna sovjettiska menniskjað)
гомофо́б	mhomofobur [-ˈfoː-]мсогл-ar
гомофо́бия	fhomofobi [-ˈpiː]ж0-ir
гому́нкулус	mhomunculus [-Ꞌmʊŋ̊k-]м0-ar({0<>i})спец.
гон	mparingstíðннкж0-ir, makingartíðж0-ir(hjá villum djórum)
гон…	гоню́o.s.fr. pres avгнать
гонг	mgongong [kɔŋꞋkɔŋk]ж0-ir
гондо́ла	f1.(лодка) gondol [-Ꞌtoːl]ж0-ir2.(корзина воздушного шара и т.п.) kurvж0-ar(undir ballón o.tíl.)
гондолье́р	mgondolierе [kɔntoːliꞋeːɹɪ]мгл-iспец., gondolførari [-Ꞌtoːl-]мгл-ari(síгондо́ла1)
Гондура́с	mHonduras [-Ꞌtuː-]с нескл.
гондура́сец	Acc Genгондура́с|ца;plur~цы, ~цев, ~цамmhondurari [-Ꞌtuː-]мгл-ari, hondurasbúgvi [-Ꞌtuː-]нпмгл-i, honduri [-Ꞌtuː-]лпмгл-i
гондура́ска	plurгондура́с|ки, ~ок, ~камfhondurari [-Ꞌtuː-]мгл-ari, hondurasbúgvi [-Ꞌtuː-]нпмгл-i(konufólk)
гондура́сский	adjhonduranskur [hɔntuꞋraː-]соглnsk, honduriskur [-Ꞌtuː-]нпсоглsk, hondurskur [-Ꞌtuː-]лпсоглsk
гоне́ние	n(на Acc) forfylging [-Ꞌfɪ-]ж0-ar(av Дат) (преследование), jagstran [jaʰks-]ж0-ir(av Дат); подверга́ться гоне́ниям blíva forfylgdur [-Ꞌfɪlt-]согл, blíva jagstraður [jaʰks-]глaður
гоне́ц	Acc Genгон|ца́;plur~цы́, ~цо́в, ~ца́мmgml.sendiboðс0о{0<>i}, kallari [-tl-]мгл-ariуст.
гони́мый	partic avгнатьInsbókl.forfylgdur [-Ꞌfɪlt-]соглav Дат(преследуемый), jagstraður [jaʰks-]глaðurav Дат
гонио́метр	mgoniometur [koːnioꞋmeː-]с0оснспец.
гониоме́трия	fgoniometri [koːniomeꞋtʰɹiː]ж0-irспец.
гони́тель	m(преследователь) forfylgjari [-Ꞌfɪ-]мгл-ari; kúgariмгл-ari(притеснитель)
го́нка	plurго́н|ки, ~ок, ~камf1.(спешка) skundurмсогл-ar; у нас всегда́ го́нка по утра́м vit hava altíð sovorðnan skund um morgnarnar [mɔtnanaɹ]2.mest plur(состязание) kapp-; автомоби́льные го́нки kappkoyringж0-ar(við bili); велосипе́дные го́нки kappsúkklingж0-ar, kappkoyringж0-ar(á súkklu); лы́жные го́нки skíðrenningж0-ar, skirenning [skiː-]нпж0-ar; па́русные го́нки kappsiglingж0-ar(við seglbáti); гребны́е го́нки kappróðurм0осн-s,-ar; го́нка пресле́дования eltingarspælс0о{æ/ø}3.: го́нка спи́рта destillering [testɪꞋleː-]ж0-ar, dropadrívingлпж0-ar; (av heimabryggi) bryggingж0-ar(б.ч. самогона)@го́нка вооруже́нийkappdubbingж0-ar
Гонко́нг	mHongkong [ˌhɔŋkꞋkʰɔŋk]с0{дат.0},síСянга́н
гонобо́бель	m síголуби́ка
гонобо́ль	f síголуби́ка
гоноко́кк	mgonokokkur [koːnoꞋkʰɔ-]мсогл-ar
Гонолу́лу	m indeclHonolulu [hoːnoꞋluːlu]м нескл.
го́нор	marrogansa [-Ꞌka-]ннкжгл-aпубл., stóraktigheit [-Ꞌaʰkt-]энкж0-ir, erpniсгл-i; oн с (больши́м) го́нором hann heldur nógv um seg sjálvan =>сбить@
гонора́р	fsamsýningж0-ar; honorar [hoːnoꞋraːɹ]ннкс0опроф.; saler [-Ꞌleːɹ]ннкс0опроф.(ос. адвокату)
гоноре́я	fgonore [koːnoꞋreː]с0o({0<>i})
го́ночный	adjkapp-, rasara- [raːs-],síго́нка2; го́ночный автомоби́ль rasarabilur; го́ночная шлю́пка kappróðrarbátur; го́ночный велосипе́д rasarasúkkla, kappkoyringarsúkkla
гонт	m kollslag av takspónumмсогл-ir{+},согл-ar
гонтово́й	adj: гонтова́я кры́ша spóntak,síгонт
гонча́р	Gen, Accгончар|а́;plur~ы́, ~о́в, ~а́мmpottamakariмгл-ari, leirkerasmiðurмсогл-s,-irбибл., выс.
гонча́рный	adjpottamakara-
го́нчая	fjakthundurннкмсогл-ar, veiðihundurмсогл-ar
го́нчий	adj: го́нчий пёс {го́нчая соба́ка}síго́нчая; Го́нчие псы (созвездие) Hundarnirмсогл-arмн(stjørnumerki)
го́нщик	mítr.(авто-) rasarakoyrari [raː-]мгл-ari; kappsúkklariмгл-ari(велосипедист); kappsiglariмгл-ari(при парусных гонках); kappróðrarmaðurмнепр(при гребных гонках); skíðrennariнпмгл-ari(лыжник),síго́нка2
гоньба́	f tlm.1.(быстрая езда)skundur, ferðж0-ir2.(преследование, травля зверя) raksturм0осн-ar,-ir;-ar,-ar; eltingж0-ar, jagstranж0-ir,
гоня́ть	AccAindef síгнатьАBipf1.síзаInsгна́ться2.(посылать) sendair(d)o-n; гоня́тького-л.с ме́ста на ме́сто sendao-nhigar og hagar3.:tlm.гоня́тького-л.на экза́мене gevaслнa-ó-io-mein ordans umgang á eksamiuni [-Ꞌsaː-]ннк@гоня́ть голубе́йdovnastaði, letastaði;гоня́ть ло́дыряletastaði, dovnastaði, gangaслнe-i-ifyri einki, ikki rættair(t)hond frá síðu =>мяч
гоня́ться	indef síгна́ться
гоп	[h-]interhopp!@не говори́ гоп, пока́ не перепры́гнешьorðt.eingin skal kanna sær bitan, fyrr enn hann er svølgdur [-œlt-]пог.
го́па	f síгопкомпа́ния
гопа́к	Genгопака́m ukrainskur fólkadansur
гопкомпа́ния	ftlm.: вся гопкомпа́ния alt harkaliðið; alt kompaníið [-Ꞌnʊijɪ]энк
го́пник	m jarg.(хулиган) ótangiмгл-i, búlliэнкмгл-iнеодобр.; оде́т, как го́пник ílatin sum eitt lasafar, ílatin sum kloddafyl
гопота́	f koll., jarg.ótangarмгл-arмн, búllarэнкмгл-iмн неодобр.
Гор	mmyt.Horusм0-ar{0<>i}
гор-	í samansгородско́й bý-, býar; горсове́т býráð
гор.	a) го́род býur; b) городско́й býar-
гора́	Accго́ру;plurго́ры, гор, гора́мf1.(возвышенность) fjall [-tl]с0о{a/ø}; heyggurмсогл-ar{+}, heyggjurмсогл-ar{+}(холм); идти́ {поднима́ться} в го́ру fara niðan á eitt fjall; подня́ться на́ гору fara upp á eitt fjall; с горы́ oman av einum fjalli2.plur(горная местность) fjøll [-tl]с0о{a/ø}мн(fjallalendi),fjallalendi [-tl-]сгл-i; в гора́х í fjøllunum; жи́тели гор fjallabúgvar [-tl-]; пое́хать {пойти́} в го́ры fara á fjøllini, halda til fjals3.tlm.(куча) rúgvaжгл-a, dungiмгл-i; гора́ книг bókarúgva4.: в го́ру (вверх по склону) niðan brekku, móti brekku, niðaneftir [-εʰtː-]; идти́ в го́ру fara niðan brekku, ganga niðan brekku; fara niðaneftir [-εʰtː-], ganga niðaneftir [-εʰtː-]; доро́га всё вре́мя идёт в го́ру vegurin gongur niðaneftir [-εʰtː-] alla [atla] tíðina; по́д гору oman brekku, undan brekku, omaneftir [-εʰtː-]; идти́ по́д гору fara oman brekku, ganga oman brekku; fara omaneftir [-εʰtː-], ganga omaneftir [-εʰtː-]; доро́га идёт по́д гору vegurin gongur omaneftir [-εʰtː-]@у меня́ сло́вногора́ с плеч свали́ласьtað lætnaði frá hjartanum [j-] (á mær);гора́ родила́ мышь≈ faraслнó-ó-aupp á tjólegg dettaслнa-u-oniður á langleggпог.; бытьне за гора́миstandaслнó-ó-abeint fyri framman;идти́ в го́руfl.hilnastaðivæl, vignastaðivæl; он пошёл в го́ру hann er komin sær fram;идти́ по́д горуfl.ganga eftir [εʰtː-] hæli, ganga eftir [-εʰtː-] reyvнеформ.,грубо, ganga aftur [aʰtː-] á hondina; он пошёл {покати́лся} по́д гору tað gongur eftir [εʰtː-] hæli hjá [tʃʰ-] honum;стоя́ть горо́йза кого-л.fylgjair(d){+}o-mí øllum [œtl-]; fylgjastir(d){+}bæði í brøttum og sløttumпог.; stuðlaaðio-mí ringum og góðum =>америка́нский@,ве́ра@,дви́гать@,дол@,золото́й@,Магоме́т@,пир@,свороти́ть@,сойти́1
гора́зд	гора́зд|а, ~о, ~ыpred на что og + infóvkm.: он на всё гора́зд hann dugir alt; она́ гора́зда на вы́думки hon veit ráð fyri øllum [œtl-], hon er ráðagóð; он гора́зд шути́ть hann er óførur at skemta; он гора́зд пляса́ть hann er óførur dansari, hann er grovurнеформ.dansari@все де́лаликто во что гора́здtlm.,atf.hvør gjørdi, sum hann vildi; hvør gjørdi, sum best bar til
гора́здо	adv + compnógv +сравн.; гора́здо умне́е nógv klókari
горб	Accгорба́,Prpо горбе́, на горбу́;plurгорб|ы́, ~о́в, ~а́мm1.(у человека,верблюда и др.) kúlaжгл-a(á bakinum,á fólki, kameli o.ø.); вы́гнуть спи́ну горбо́м kúlaaðiryggin (upp úr sær)2.óvkm.(спина) ryggurмсогл-ir, согл-s,-ir, bakс0о@зарабо́татьчто-л.свои́м горбо́мfáaслнe-i-io-tvið egnum stríði og strevi;на своём {со́бственном} горбу́av egnum royndum =>гнуть@
горба́титься	горба́чусь, горба́т|ишься, ~ятсяipfóvkm.slítaсоглei-i-iseg upp
горба́тый	Istfгорба́т, ~а, ~о, ~ыadj1.(с горбом,сгорблённый) kúluturсогл; krýkinсоглосн, hokinсоглосн(сгорблённый)2.(с выпуклостью) bunguturсогл; горба́тый нос bungut nøs, boginсоглоснgnøs3.: горба́тый мост bogabrúgv [puːwa-]IImkúlut fólkс0о@горба́того моги́ла испра́витorðt.≈ tað flættast ikki við hannидиом., honum stendur ikki til bata;горба́тый китsíгорба́ч
горба́ч	Gen, Accгорбач|а́;plur~и́, ~е́й, ~а́мm(Megaptera novaeanglia) kúlubøkaжгл-a
горби́нка	plurгорби́н|ки, ~ок, ~камf: нос с горби́нкой bungutсоглnøs, boginсоглоснgnøs, króknøs
го́рбить	го́рблю, го́рб|ишь, ~ятipf(pfсго́рбить): го́рбить спи́ну skjótaслнey-u-oryggin upp úr sær, kúlaaðiryggin (upp úr sær)
го́рбиться	го́рблюсь, го́рб|ишься, ~ятсяipf(pfсго́рбиться) kúlaaðiseg saman, kúlaaðiryggin (upp úr sær); vera krýkinсоглосн, vera hokinсоглосн(быть сутулым); gangaслнe-i-ikrýkin, gangaслнe-i-ihokin (при ходьбе)
горбоно́сый	stfгорбоно́с, ~а, ~о, ~ыadjvið bungutari nøs=>тюле́нь
горбу́н	Gen, Accгорбун|а́;plur~ы́, ~о́в, ~а́мmkúlut (mann)fólkс0о
горбу́нья	fkúlut konufólkс0о
горбу́ша	f(Oncorhynchus gorbuscha) kúlulaksurмсогл-ar
горбу́шка	plurгорбу́ш|ки, ~ек, ~камf(хлеба) skálkurмсогл-ar(av breyði)
горбы́ль	1.Genгорбыля́;plurгорбы́ли, горбыл|е́й, ~я́мm(доска) avskurðurмсогл-ir(av kluvdum ella gjøgnumsagaðum viðabuli)2.Gen, Accгорбыля́;plurгорбы́ли, горбыл|е́й, ~я́мmdjór.(рыба): све́тлый горбы́ль (Umbrina cirrhosa)fiskur í áburruhópinum(en.corb,croaker; da.trommefisk); тёмный горбы́ль (Sciaena umbra)fiskur í áburruhópinum(en.meagre,black umber; da.brun ørnefisk)
гордели́во	adv(гордо) stoltsliga [stɔl̥s-]; errisliga, upp á hástóran máta (надменно); hábærsliga [hɔapaʂ-], tignarliga (величаво)
гордели́вость	f(гордость) erpniсгл-i; errinskapurмсогл-ir, stórlæti [stœɹ-]сгл-i(надменность); tignж0-ir, hábærsligheit [hɔapaʂ-]ж0-ir(величавость)
гордели́вый	stfгордели́в, ~а, ~о, ~ыadj(гордый) stolturсогл; errinсоглосн, errisligurглigur, hástórurсогл(надменный); tignarligurглigur, hábærsligur [hɔapaʂ-]глigur(величавый)
горде́ц	Gen, Accгордец|а́;plur~ы́, ~о́в, ~а́мmhástórt fólkс0о, stolt fólkс0о; bløðraжгл-aнеодобр.
го́рдиев	adj:bókl.го́рдиев у́зел ein gordiskurсоглskknútur, tann gordiski knúturin; разруби́ть го́рдиев у́зел høgga tann gordiska knútin
горди́ться	горжу́сь, горди́|шься, ~я́тсяipf1.Ins(испытывать гордость) vera errinсоглоснavДат, vera stolturсоглavДат;2.(важничать) vera erpinсоглосн, vera stolturсогл; erraaðisær
го́рдость	f1.(чувсвто собственного достоинства) stoltleikiнпмгл-i, stoltheitннкж0-ir2.(чем-л.) (чувство удовлетворения) stoltleikiнпмгл-i(av o-m), stoltheitннкж0-ir(av o-m), erniсгл-i(av o-m); го́рдость побе́дой erni av sigrinum3.(о ком,тем гордятся) stoltleikiнпмгл-i; он на́ша го́рдость hann er okkara stoltleiki4.tlm.(надменность,самоуверенность) erpniсгл-i, stóraktigheit [-Ꞌaʰkt-̥]энкж0-ir
го́рдый	stfгорд, горда́, го́рдо, горды́ogго́рдыadj1.(исполненный чувства собственной достоинства и др.) stolturсогл, errinсоглосн2.hát.(возвышенный,высокий) stolturсогл(stórbærur,háfloygdur); го́рдые мечты́ stoltir dreymar3.oftast stf чем-л.(испытывающий чувство гордости) errinсоглоснavo-m, stolturсоглavo-m; горд побе́дой errin av sigrinum4.tlm.(самоуверенный,надменный) erpinсоглосн, sum heldur seg vera
горды́ня	fgml.hugmóð [hʊkm-]ж0-ir;с0о, dramblætiсгл-i
гордя́чка	plurгордя́ч|ки, ~ек, ~камftlm.erpin gentaжгл-a, erpin konaжгл-a
го́ре-	í samans spott.vánaглнеск., elendigur [-Ꞌlε-]энкглigur; го́ре-рыба́к vána fiskimaður, vaðskítur [vaf-], [vas-]мсогл-arпрезр.
горе́	advbókl.: возде́ть о́чи горе́ vendair(d)eyguni móti himni
го́ре	n1.(скорбь) sorgж0-ir; sútж0-irкн., поэт.; harmurжсогл-arуст., выс.; tregiжгл-iкн.,выс.; уби́тый го́рем tyngdur av sorg, nívdur av sorg; причини́тькому-л.го́ре elvao-msorg, valdao-msorg; с {от} го́ря а) av sorg; b) (за неимением лучшего) meðan einki betri er, tá einki betri er til at taka; с го́ря он реши́л…í síni neyð gjørdi hann av...2.(несчастье) ólukkaжгл-a; его́ пости́гло го́ре ein ólukka rakti hann; к моему́ го́рю { на моё го́ре} til alla vanlukku, tí(an)verri; в ра́дости и го́ре bæði í blíðum og stríðum, í góðum og ringum, í góðum og illum [ɪtl-]; (одно́) го́ре с ним tað er bara stríð av honum3.: го́ре тому́, кто… vei tí, ið...уст., библ.; (ах,) го́ре! vei!уст., библ.@(ему́)и го́ря ма́лоtað liggur sektin á, líka leggur hann í, hann leggur ein lort í taðгрубо;помо́чь го́рюbøta um, hjálpa [j-] uppá; слеза́ми го́рю не помо́жешьorðt.tað hjálpir [j-] ikki at gráta;с го́рем попола́мsíс грехо́м попола́м =>вне@,зави́ть@,хлебну́ть@
горева́ть	горю́|ю, ~ешь, ~ютipf о Prp, по Dat oggml., óvkm.по Prpsyrgjair(d)(umВин), harmastaði(Вин), gremjaur(d){+}seg (um Вин) (огорчаться); не горю́й ikki skalt tú syrgja; горева́ть о бли́зких syrgja um sínar næstringar; что тебе́ горева́ть tú hevur einki at klaga um; тебе́ не́ о чем горева́ть tú hevur einki at klaga um
горе́лка	plurгоре́л|ки, ~ок, ~камfbrennariжгл-ari; га́зовая горе́лка gassbrennari; (gass)blussс0о(на плите) =>бу́нзеновский
горе́лки	горе́л|ок, ~камf plur spæl, líkist eitt sindurpikk
горе́лый	adj1.(обожжённый) brendurсогл2.(истлевший) rotinсоглосн
горелье́ф	mhautrelieff [oreːliꞋεfː]с0о(;0-ir)({0<>i})спец.,háskurðurлпмсогл-ir
горемы́ка	m/ftlm.neyðardýrс0о, olmussudýrс0о, stakkalм0осн-s,-ar
горемы́чный	stfгоремы́ч|ен, ~на, ~но, ~ныadjneyðarsсоглнескл., stakkalsэнксоглнескл.; neyðar-; горемы́чная жизнь neyðarlív
горе́ние	n1.(кгоре́ть) bruniмгл-i, glóðж0-ur {+}(сверкание,блеск); rotс0о(тление, прение),sí eis.горе́ть(русскому отглагольному сущ. в переводе часто или предпочтительно соответствует глагольная форма)2.fl.(энтузиазм) eldhugiмгл-i
го́рестный	stfго́рест|ен, ~на, ~но, ~ныadjsyndarligurглigur, syrgiligurглigur, sorgar-; го́рестное собы́тие syndarligur tilburður; го́рестное изве́стие sorgarboð, syrgilig tíðindi
го́ресть	f1.(печаль) sorgж0-ir2.oftast plur(несчастье) ólukkurжгл-aмн, sorgirж0-irмн
горе́ть	гор|ю́, ~и́шь, ~я́тipfApfсгоре́ть1.(поддаваться действию огня и т.п.) brennaслнa-u-u; дрова́ не горя́т brennið brennur ikki; дом гори́т eldur er í húsinum; гори́т! tað er eldur í!2.(испытывать какое-л. сильное чувство) rennaслнa-u-u; горе́ть от любопы́тства brenna av forvitni; горе́ть от стыда́ rodnaaðiupp av skomm3.bert 3. pers(преть,гнить) rotnaaði, fyrnska [fɪn̊s-]aði(av yli); сено́ гори́т в ко́пнах hoyggið í sátunum rotnar av yli4.bert 3. pers(быстро изнашиваться) slítaслнei-i-iupp skjótt; оде́жда гори́т на нём hann slítur klæðini upp beinanveginBbert ipf1.bert 3. pers(излучаться) lýsair(t), loga [luːwa]aði; ла́мпа гори́т lampan lýsir; на ку́хне горе́л свет tað var ljós í køkinum, tað logaði í køkinum; пе́чка гори́т tað logar í ovninum; сигаре́та гори́т sigarettin [siːkaꞋrεʰtː-] logar2.(быть в жару) havaнепрnógvan fepur; голова́ у него гори́т hann er brennandi heitur um høvdið [hœtːɪ]; он весь гори́т hann hevur (nógvan) fepur; ра́на гори́т tað svíðurслнei-i-ií sárinum3.(краснеть) brennaслнa-u-u; щёки горя́т от моро́за kjálkarnir brenna av frostinum; лицо́ её {у неё} горе́ло hon var blóðreyð í andlitinum [anl-]; у меня́ горя́т у́ши eg orni [ɔtnɪ] um ennið, eg hitni um oyruni4.bert 3. pers(блестеть,сверкать) glógvaaði, loga [luːwa]aði; глаза́ горя́т от ра́дости eyguni glógva av gleði, eyguni loga av gleði; не́нависть горе́ла в его́ глазах hatrið logaði í eygunum á honum, eyguni á honum logaðu av hatri, eyguni á honum skinu [skiː-] (реже[ʃiː-]) av hatri5.чем-л.: горе́ть жела́нием hava eitt brennandi ynski, ynskja brennandi; горе́ть реши́мостью vera avgjørdur [au-], [εav-]6.bert 3. pers(о сроке работы и т.п.): его́ статья́ гори́т ≈ tað sansar at við greinini hjá [tʃʰ-] honum; tíðin gongur undan hjá [tʃʰ-] honum við geinini; гори́м! nú stendur á!@не гори́т!tað hevur ongan skund;у неё рабо́та {де́ло} гори́т в рука́хarbeiðið gongur skjótt frá hond hjá [tʃʰ-] henni; hon er skjótfør [ʃœʰt-]; онгори́т на рабо́теhann leggur alla [atla] orku í arbeiðið;земля́ гори́т у них под нога́миjørðin brennur undir fótunum á honum =>пла́мя@
го́рец	Gen, Accго́рц|а;plur~ы, ~ев, ~амmfjallabúgvi [-tl-]мгл-i
горе́ц	Genгорц|а́;plur~ы́, ~о́в, ~а́мm(Polygonum) bløðkuurt [plœʰkː-]ж0-ir; горе́ц живородя́щий (P. viviparum) aksgrógvinсоглоснgvbløðkuurt
гореча́вка	plurгореча́в|ки, ~ок, ~камf: гореча́вка полева́я (Gentiana campestris) loppugrasс0о{a/ø}, mariuvond [maɹːijʊ-]ж0-ur{o/e}ред.
го́речь	f1.(о вкусе) beiskur smakkurмсогл-s,-ir; ramur smakkurмсогл-s,-ir(терпкость); tráiмгл-i, tráur smakkur (терпкость) (прогорклость)2.(что-л. горькое) (o-t) beiskt, trátt,см13.(о чувстве) beiskleikiнпмгл-i, bitturheitннкж0-ir; с го́речью в го́лосе beiskur á málinum; он с го́речью сказа́л segði [sεijɪ] hann beiskliga; го́речь воспомина́ний beisk minnir
горже́тка	plurгорже́т|ки, ~ок, ~камfskinnkragiмгл-i, (lítil) boaж0-ir(;жгл-a)
горизо́нт	m1.(на чём-л. - í o-m) (линия) sjónarringurмсогл-ar, væðingж0-ar(б.ч. о море); havsbrúgv [hafs-]жнепр(тк о море), horisontur [hoːɹiꞋsɔ-]ннкмсогл-arпроф.; появи́ться на горизо́нте síggjast (úti) í væðingini, síggjast úti í havsbrúnni; со́лнце скры́лось за горизо́нтомeis.sólin er farin til viðarпоэт., кн., sólin er farin í kav2.nav.: ви́димый горизо́нт sjónligur horisontur [hoːɹiꞋsɔ-]мсогл-arспец.; и́стинный горизо́нт sannur horisontur [hoːɹiꞋsɔ-]мсогл-arспец.3.(видимое вокруг) sjónarringurмсогл-ar; с горы́ открыва́ется широ́кий горизо́нт av fjallinum [-tl-] sæst ein víður sjónarringur4.fl.: появи́ться начьём-л.горизо́нте vísa segfyri o-m, komaслнo-o-ofram í lívinumhjá o-m; на полити́ческом горизо́нте á tí politiska [-Ꞌlɪʰtː-] horisontinumннк5.plur fl.(перспективы) framtíðarútlitс0омн, framtíðarvánirж0-irмн; к но́вым горизо́нтам móti nýggjum horisontumннк; больши́е горизо́нтыу кого-л. o-rhevur nógv í væntu6.(умственный) sjónarringurмсогл-ar, horisontur [hoːɹiꞋsɔ-]ннкмсогл-ar; с широ́ким горизо́нтом við víðum sjónarringi, við víðum horisontiннк; с у́зким горизо́нтом við trongum sjónarringi, við trongum horisontiннк; без горизо́нта við ongum sjónarringi7.(уровень воды) vatnstøða [van̊s-]жгл-a, vatnstandur [van̊s-]ннкмсогл-s,-ir8.jarð.(слой) lagс0о{a/ø}, lindж0-ir9.fisk.: горизо́нт тра́ления troldýpd [-tʊi̯pt]ж0-ir@появи́ться на горизо́нтеfl.koma Ꞌ fram, koma í Ꞌ ljósmála [ʎjœsm-];исче́знуть с горизо́нтаfl.hvørva úr eygsjón [εkʃ-]
горизонта́ль	f1.(горизонтальная линия) vatnrøtt [vanɹ-] linjaжгл-a, horisontal [hoːɹisɔn̊Ꞌtʰaːl]ннкlinjaжгл-a, horisontalur [hoːɹisɔn̊Ꞌtʰaːl-]мсогл-arспец.2.(изогипс) hæddarkurvaжгл-a
горизонта́льный	stfгоризонта́лен, горизонта́льн|а, ~о, ~ыadj1.(расположенный вдоль линии горизонта) vatnrættur [vanɹ-]согл{æ/ø}, horisontalur [hoːɹisɔn̊Ꞌtʰaːl-]ннксогл2.fl.(о разных связях) flaturсогл{a/ø}, horisontalur [hoːɹisɔn̊Ꞌtʰaːl-]ннксоглпроф.(uppbygging,samband); горизонта́льные свя́зи ме́жду предприя́тиями flatt samband millum [-tl-] fyritøkurnar
гори́лла	f(Gorilla gorilla) gorilla [-Ꞌrɪ-]жгл-a(;0-ir)
горисполко́м	msovjet.исполни́тельный комите́т городско́го Сове́та наро́дных депута́тов ≈ býráðс0о,sí eis.исполко́м
гори́стый	stf гори́ст, ~а, ~о, ~ыadjvið nógvum fjøllum [-tl-], fjalla- [-tla-]; fjallmikilсоглосн; гори́стая местность [-сн-] fjallalendi; heyggjuturсогл(холмистый)
горихво́стка	plurгорихво́ст|ки, ~ок, ~камf: (обыкнове́нная {садо́вая}) горихво́стка {горихво́стка-лысу́шка} (Phoenicurus phoenicurus) velreyðiмгл-i
горицве́т	m: горицве́т куку́шкин (Lychnis flos-cuculi) reyðakkuleyaжгл-a; горицве́т одноле́тний (Adonis annua) adonis [-Ꞌtoː-]м0-ar{0<>i}
го́рка	plurго́р|ки, ~ок, ~камf1.(высота) heyggurмсогл-ar{+}, heyggjurмсогл-ar{+}2.(шкаф) glasskápс0о(til gløs o.a.)3.(кучка) dungiмгл-i, rúgvaжгл-a4.: сне́жная го́рка skreiðibrekkaжгл-а5.(на детской площадке и т.п.) rennibreytжгл-ir(á spæliplássi o.a.)6.flog.(полёт) brøtt uppferðжгл-ir7.jarnb.(железнодорожные пути) brekkaжгл-atil skiljing av vognum@кра́сная го́ркаgml.vikan eftir páskir(var fyrr brúdleypstíð) =>америка́нский@,водяно́й@
го́ркнуть	го́рк|нет, ~нут;pretго́ркнул, ~ла, ~ло, ~лиipf(pfпрого́ркнутьпрого́рк|нет, ~нут;pret.прого́ркнул, ~ла, ~ло, ~ли)bert 3. perstránaaði
горко́м	msovjet.городско́й комите́т býráð; bygdarráð (в небольшом городе)
горла́н	móvkm.,atf.rópholс0онеодобр., skrólс0онеодобр.(fólk)
горла́стый	stf.горла́ст,~а, ~о, ~ыadjharðmæltur [haɹm-]согл, snjallur [-tl-]согл{a/ø}(málreystur)
го́рлинка	plurго́рлин|ки, ~ок, ~камf síго́рлица
го́рлицa	f: ко́льчатая го́рлица (Streptopelia decaocto) turkadúgvaжгл-a; обыкнове́нная го́рлица (Streptopelia turtur) turtildúgvaжгл-a
го́рло	n1.(передняя часть шеи) hálsurмсогл-ar(øsi); barkiмгл-i(дыхательное); kvørkrarм0осн-ar,-arмн(передняя часть шеи); øsiсгл-i(передняя часть шеи); у меня́ боли́т го́рло eg havi ilt í hálsinum; боле́зни го́рла hálsasjúkur; в го́рле пересо́хло eg eri turrur í hálsinum; (стоя́ть) по го́рло в воде́ standa upp undir háls í vatni; кусо́к попа́л ей не в то го́рло hon setti bitan í hálsin, hon fekk bitan í rangastrúpan, bitin stakk rangt2.(сосуда) hálsurмсогл-ar(á fløsku,ílati)3.(залива и т.п.) (áar)munniмгл-i(реки), (fjarðar)munniмгл-i(залива)@яза́нят по го́рлоeg havi sera nógv um at vera, eg havi Ꞌ úr at gera;рабо́ты {дел}у кого-л.по го́рлоo-rstendur upp um bæði oyru í arbeiði;во всё го́рло(rópa, syngjaи т.п.) tað, ein er mentur; so hart, ein orkar;взять {схвати́ть}кого-л.за го́рлоa) taka kvørkratak umo-nb)fl.setaur(t);ir(t)o-mknívin á barkan;слёзы подступи́лиу неё {ей}к го́рлуgráturin bilgdist [pɪlt-] í hálsinum á henni;в три го́рла естьvera átufrekurсогл, eta sum eitt grasdjórред.=>боле́тьII,драть@,застря́ть@,надрыва́ть@,нож@,поперёкII @,сорва́ть@,сы́тый@
горлови́к	Gen, Accгорловик|а́;plur~и́, ~о́в, ~а́мmtlm.hálslækniмгл-i
горлови́на	f1.(отверстие) traktskapað opс0o; traktskapað gjøgnumgongdж0-ir, farleið [faɹl-]ж0-ir(проход); горлови́на вулка́на vulkankratur [-Ꞌkʰaːn-]ннкс0осн, goskoppurлпмсогл-arгеол.2.skip.(лаз) mannholс0o
горлово́й	adjháls-, barka-; горлово́й звук barkaljóð; горлова́я боле́знь sjúka í hálsinum
горлопа́н	m óvkm.(тот, кто громко кричит, говорит) rópholс0о, gorrс0о, skrólс0о; klandursvættiсгл-i(тот, кто бранится, ссорится)
го́рлышко	plurго́рлыш|ки, ~ек, ~камn1.dim avго́рло2.(бутылки) (fløsku)hálsurмсогл-ar; пить из го́рлышка drekka av fløskuni
гормо́н	mhormon [-Ꞌmoːn]с0o(;0-ir); гормо́н ро́ста vakstrarhormon; лече́ние гормо́нами hormonviðgerð [-Ꞌmoːnvɪtʃ-]ж0-ir, hormonbehandling [-Ꞌmoːn-]ннкж0-ar
гормона́льный	adjhormonalur [-Ꞌnaː-]согл, hormon-; гормона́льный препара́т hormonpreparat [-Ꞌmoːn-]ннкпроф., hormontilbúningur [-Ꞌmoːn-]лп
гормонотерапи́я	fhormonviðgerð [-Ꞌmoːnvɪtʃ-]ж0-ir, hormonbehandling [-Ꞌmoːn-]ннкж0-ar
